prof,awards,famous,height,dob,birthplace
"Actress,Producer,Soundtrack",no awards no nominations,"Batgirl,Star Trek,In Like Flint,Batman",1.63 m,"May 16, 1937","Taylorville, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"The Return of Mr. Moto,The Saint,The Avengers,State Trooper",1.68 m,"November 11, 1934","Toronto, Ontario, Canada"
"Actress,Producer",no awards no nominations,"The Fall,Alice Through the Looking Glass,Derry Girls,Extraordinary",1.68 m,"December 27, 1979","County Cork, Ireland"
"Actor,Producer,Additional Crew",no awards no nominations,"Stardust,Green Wing,Lara Croft: Tomb Raider,Rush",3 m,"July 20, 1968","West Drayton, Hillingdon, Middlesex, England, UK"
"Actress,Producer,Writer",no awards no nominations,"You're the Worst,The Bay,Tokyo Mew Mew,Pitch Perfect",(1.61 m,"October 31, 1985","Manhattan, New York, USA"
Actor,no awards no nominations,"Bridge of Spies,Dark Phoenix,Jason Bourne,Side Effects",(1.61 m,"October 31, 1985","Manhattan, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Stargate SG-1,Parker Lewis Can't Lose,Beverly Hills, 90210,I Know My First Name Is Steven",3 m,"November 5, 1971","Little Rock, Arkansas, USA"
Actress,no awards no nominations,"Batman: The Movie,Barnaby Jones,The Ultimate Gift,Metal Gear Solid 4: Guns of the Patriots",1.75 m,"May 27, 1935","Los Angeles, California, USA"
Actor,no awards no nominations,"Piranha 3D,The Vampire Diaries,Club Soda,Minutemen",3 m,"July 13, 1988","Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"The Martian,Absolutely Fabulous: The Movie,The Sense of an Ending,Bridget Jones's Baby",(1.64 m,"October 4, 1980","Leeds, West Yorkshire, England, UK"
"Actor,Director,Writer",no awards no nominations,"Barbarian,The Whitest Kids U'Know,Wrecked,Sasquatchirupa",1.88 m,"March 1, 1981","Arlington, Virginia, USA"
"Actress,Producer",no awards no nominations,"Veep,Innocence,Pretty Perfect,The Kid Detective",1.63 m,"February 18, 1988","Los Angeles, California, USA"
"Actor,Additional Crew,Writer",no awards no nominations,"Assassin's Creed: The Ezio Collection,Batman: Arkham Origins,Avengers Assemble,If You Give a Mouse a Cookie",1.68 m,"August 11, 1975","St. Joseph, Michigan, USA"
Actor,no awards no nominations,"Boss,Oppenheimer,For All Mankind,Interstellar",1.88 m,"June 22, 1975","Sand Creek, Michigan, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Sullivan's Travels,The Blue Dahlia,This Gun for Hire,I Married a Witch",(1.57 m,"November 14, 1922","Brooklyn, New York City, New York, USA"
"Actor,Second Unit Director or Assistant Director,Music Department",no awards no nominations,"Zindagi Na Milegi Dobara,Kaabil,Jodhaa Akbar,Koi... Mil Gaya", (1.78 m,"January 10, 1974","Bombay, Maharashtra, India"
"Actress,Soundtrack",no awards no nominations,"WKRp in Cincinnati,A Night at the Roxbury,Stroker Ace,3 Ninjas: High Noon at Mega Mountain",1.70 m,"August 5, 1945","St. Paul, Minnesota, USA"
"Actor,Writer,Composer",no awards no nominations,"Brave,The Boondock Saints,Mrs Brown,The X Files: I Want to Believe",3 m,"November 24, 1942","Anderston, Glasgow, Scotland, UK"
Actor,no awards no nominations,"Longmire,24: Legacy,Saving Grace,Batman v Superman: Dawn of Justice",3 m,"May 1, 1972","Chicago, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"George Lopez,Switched at Birth,Selena,Puss in Boots",(1.64 m,"September 9, 1965","East Los Angeles, California, USA"
"Actress,Additional Crew",no awards no nominations,"China Cry: A True Story,Noble House,Life Tastes Good,Babylon 5",1.68 m,"September 11, 1958",Singapore
"Actress,Additional Crew,Art Department",no awards no nominations,"See,Mortal Engines,Svar við bréfi Helgu,An Ordinary Man",1.70 m,"December 27, 1988",Iceland
"Actress,Director,Writer",no awards no nominations,"West Side Story,Hamilton,The Prom,Schmigadoon!",1.70 m,"January 25, 1991","Raleigh, North Carolina, USA"
"Actor,Writer,Director",no awards no nominations,"Star Trek: Voyager,China Beach,Star Trek: First Contact,Innerspace",1.75 m,"October 27, 1953","Philadelphia, Pennsylvania, USA"
Actor,no awards no nominations,"The Sopranos,GoodFellas,Mighty Aphrodite,Café Society",(1.77 m,"July 29, 1942","Brooklyn, New York City, New York, USA"
"Actor,Director",no awards no nominations,"Identity,Constantine,Mississippi Burning,JFK",(1.77 m,"July 5, 1960","Baton Rouge, Louisiana, USA"
"Actor,Stunts,Additional Crew",no awards no nominations,"Yellowstone,The Revenant,Cowboys & Aliens,Hell on Wheels",1.85 m,"September 4, 1969","Porcupine, South Dakota, USA"
Actor,no awards no nominations,"Sex Education,Emma.,The Vanishing,SAS Rogue Heroes",3 m,"September 19, 1996","Sussex, England, UK"
"Actress,Writer,Soundtrack",no awards no nominations,"Monty Python and the Holy Grail,And Now for Something Completely Different,Fawlty Towers,Romance with a Double Bass",1.63 m,"December 2, 1940","Indianapolis, Indiana, USA"
Actor,no awards no nominations,"You,Devils,Harlots,Silent Witness",1.63 m,"December 2, 1940","Indianapolis, Indiana, USA"
"Director,Writer,Producer",no awards no nominations,"To Live and Die in L.A.,The French Connection,The Exorcist,Killer Joe",3 m,"August 29, 1935","Chicago, Illinois, USA"
"Actor,Soundtrack",no awards no nominations,"Argo,Peppermint,Lady in the Water,24",(1.81 m,"October 22, 1981","New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"A Mother's Nightmare,90210,A Deadly Adoption,Harmony from the Heart",(1.61 m,"November 8, 1988","Vancouver, British Columbia, Canada"
"Actress,Writer,Producer",no awards no nominations,"My Big Fat Greek Wedding,Black Christmas,My Big Fat Greek Wedding 2,Innerspace",1.63 m,"January 15, 1947","Portland, Maine, USA"
"Actor,Soundtrack",no awards no nominations,"Liv and Maddie,Boo, Bitch,Abominable,American Housewife",(1.71 m,September 4,"Plantation, Florida, USA"
Actor,no awards no nominations,"Vampire Academy,Shadowhunters: The Mortal Instruments,Don't Sleep,Take Down",(1.80 m,"February 6, 1990","Tunbridge Wells, Kent, England, UK"
Actor,no awards no nominations,"The Imitation Game,Bohemian Rhapsody,Downton Abbey,Downtown Abbey",1.75 m,"May 18, 1981","Killiney, County Dublin, Ireland"
"Actor,Producer,Director",no awards no nominations,"Avatar,Avatar: The Way of Water,Dodgeball,Youth in Oregon",1.88 m,"September 25, 1977","Portland, Oregon, USA"
"Actress,Producer,Director",no awards no nominations,"Jupiter's Legacy,Let It Snow,Ant-Man,A Million Little Things",1.55 m,"August 18, 1989","Monterey, California, USA"
"Actress,Producer",no awards no nominations,"ER,How to Lose a Guy in 10 Days,New Jack City,Dark Blue",1.75 m,"August 30, 1966","Evansville, Indiana, USA"
"Actress,Soundtrack",no awards no nominations,"Fame,Summerland,Nancy Drew,Cyberbully",2 m,"May 2, 1990","Orange, Texas, USA"
"Actor,Soundtrack",no awards no nominations,"My Policeman,The Last Kingdom,The Road to Coronation Street,Luther",1.75 m,"September 7, 1982","Widnes, Cheshire, England, UK"
"Actress,Producer,Stunts",no awards no nominations,"The Suicide Squad,Wonder Woman,The Scorpion King: Book of Souls,Legend of the White Dragon",1.70 m,"September 7, 1982","Widnes, Cheshire, England, UK"
"Actor,Additional Crew",no awards no nominations,"Top Gun: Maverick,Transformers: Age of Extinction,The Last Ship,The Warriors",(1.80 m,"October 26, 1964","Hyde Park, Chicago, Illinois, USA"
"Actor,Director,Soundtrack",no awards no nominations,"St. Elsewhere,The Graduate,The Blue Lagoon,1776",1.70 m,"March 31, 1927","Brooklyn, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Mr. Robot,Legion,Deception,Legends of Tomorrow",(1.80 m,"April 28, 1987","Copenhagen, Denmark"
Actress,no awards no nominations,"The Id,Badland,Highlander,Silverado",1.63 m,November 24,"Manhattan Beach, California, USA"
"Actress,Writer,Director",no awards no nominations,"Harry Potter and the Half-Blood Prince,Pride,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 1",1.63 m,"May 5, 1987","London, England, UK"
"Actor,Director,Writer",no awards no nominations,"RocknRolla,The Lives of the Saints,Clapham Junction,Orthodox",(1.77 m,"July 24, 1980","Newcastle upon Tyne, England, UK"
Actor,no awards no nominations,"Coach Carter,Mr. Robot,Reaper,Pride and Glory",1.68 m,"June 30, 1979","New York City, New York, USA"
"Actress,Director,Writer",no awards no nominations,"Sing Street,Her Name Is,Wild Mountain Thyme,Traders",1.68 m,"June 30, 1979","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"The Libertine,Shecn,Early Days,Personal Affairs",1.68 m,"April 21, 1979","Staddlebridge, Northallerton, Yorkshire, England, UK"
"Actor,Writer,Soundtrack",no awards no nominations,"Father Ted,My Hero,Val Falvey TD,Doctor Who",(1.77 m,"October 8, 1965","Carrickmacross, County Monaghan, Ireland"
"Actress,Composer,Soundtrack",no awards no nominations,"Star Trek VI: The Undiscovered Country,Star Trek IV: The Voyage Home,Star Trek: The Motion Picture,Star Trek III: The Search for Spock",1.68 m,"April 1, 1930","Ann Arbor, Michigan, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Maria Full of Grace,A Most Violent Year,The Bridge,Paris, je t'aime",(1.69 m,"April 19, 1981","Bogotá, Colombia"
"Actress,Composer,Soundtrack",no awards no nominations,"Lainey Wilson: Things A Man Oughta Know,Cole Swindell & Lainey Wilson: Never Say Never,Yellowstone,Lainey Wilson: Heart Like A Truck",1.68 m,"April 19, 1981","Bogotá, Colombia"
"Actress,Soundtrack",no awards no nominations,"Leave It to Beaver,Garden of Eden,Shirley Temple's Storybook,Matinee Theater",1.68 m,"March 14, 1948","Buckhannon, West Virginia, USA"
"Actor,Director,Producer",no awards no nominations,"Dallas,You Again,Step by Step,Family Guy",1.88 m,"March 17, 1949","Townsend, Montana, USA"
Actress,no awards no nominations,"Morning Glory,Modern Problems,The Fan,Real Genius",1.63 m,"May 25, 1951","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"The Hurt Locker,The Twilight Saga: Breaking Dawn - Part 2,Europa Report,The Twilight Saga: Breaking Dawn - Part 1",1.85 m,"July 7, 1971","New York City, New York, USA"
Actress,no awards no nominations,"The Last Kingdom,Say Your Prayers,The North Water,WPC 56",1.68 m,"July 24, 1993","Lincolnshire, England, UK"
"Music Artist,Actress,Composer",no awards no nominations,"Aquamarine,Recreational Vehicle,G.B.F.,Extinction",(1.61 m,"December 20, 1990","Brattleboro, Vermont, USA"
"Actor,Additional Crew,Soundtrack",no awards no nominations,"Howard the Duck,Amadeus,Ferris Bueller's Day Off,Ed Wood",(1.94 m,"September 28, 1946","Buffalo, New York, USA"
"Actress,Director,Writer",no awards no nominations,"Corner Gas,Corner Gas: The Movie,Stargate SG-1,Robson Arms",(1.66 m,"November 9, 1973","Vancouver, British Columbia, Canada"
"Actor,Soundtrack",no awards no nominations,"The Usual Suspects,Clueless,Mulholland Dr.,Blood Simple",1.75 m,"July 24, 1940","Brooklyn, New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Final Destination 3,AVPR: Aliens vs Predator - Requiem,The Butterfly Effect 2,Saw 3D",(1.69 m,"March 17, 1975","Smithers, British Columbia, Canada"
"Actress,Camera and Electrical Department",no awards no nominations,"Mortal Engines,Gonzo Girl,The Long Home,Animal Kingdom",1.75 m,"March 20, 1992","Sydney, New South Wales, Australia"
"Actress,Writer,Producer",no awards no nominations,"Bionic Woman,Doctor Who,Cockneys vs Zombies,The Last Photograph",1.70 m,"April 22, 1984","Enfield, Middlesex, England, UK"
"Actress,Soundtrack",no awards no nominations,"The Dukes of Hazzard,Thunderbolt and Lightfoot,You Again,The Dukes of Hazzard: Reunion!",1.73 m,"March 1, 1954","Warren, Ohio, USA"
"Actress,Director,Writer",no awards no nominations,"Annihilation,Eat Pray Love,Blindsone,Dag",(1.64 m,"December 21, 1979","Stockholm, Sweden"
"Actress,Soundtrack",no awards no nominations,"Pretty Woman,Freddy's Dead: The Final Nightmare,The Andy Griffith Show,Father Knows Best",(1.64 m,"April 19, 1937","Tacoma, Washington, USA"
"Actress,Script and Continuity Department,Soundtrack",no awards no nominations,"It's a Mad Mad Mad Mad World,Star Trek,The Man from U.N.C.L.E.,A Majority of One",(1.62 m,"October 3, 1935","Washington, District of Columbia, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Voltron: Legendary Defender,The Killing,The Last Witch Hunter,Dumplin",(1.61 m,"August 12, 1994","Atlanta, Georgia, USA"
"Actor,Additional Crew",no awards no nominations,"Scream,Fall,Scream!!,Booksmart",1.88 m,"November 14, 1996","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Lady in the Lake,The Unsuspected,The Postman Always Rings Twice,Tension",1.68 m,"December 20, 1917","Joliet, Illinois, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Midnight Mass,Grey's Anatomy,Hush",1.68 m,"January 4, 1979","Los Angeles County, California, USA"
"Actor,Producer",no awards no nominations,"Battlestar Galactica,Law & Order: UK,Marcella,Strike Back",(1.74 m,"April 3, 1973","Hammersmith, London, England, UK"
"Actress,Soundtrack",no awards no nominations,"Catch Me If You Can,Waiting...,Empire,Home of Phobia",(1.67 m,"July 19, 1984","Los Angeles, California, USA"
Actor,no awards no nominations,"Hook,Dick Tracy,Can't Hardly Wait,What About Bob?",(1.74 m,"July 20, 1978","Fargo, North Dakota, USA"
"Actor,Producer",no awards no nominations,"Letterkenny,Firebase,The Odds,Story of a Girl",1.73 m,"June 14, 1987","New Westminster, British Columbia, Canada"
Actor,no awards no nominations,"Dawn of the Planet of the Apes,The Thin Red Line,Band of Brothers,Oz",(1.80 m,"November 27, 1971","Brooklyn, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Wayne's World,Wayne's World 2,The Master of Disguise,Saturday Night Live",1.73 m,"June 2, 1955","Missoula, Montana, USA"
"Actress,Soundtrack",no awards no nominations,"Deadly Class,Yo Soy Franky,Isa TKM",1.73 m,"June 2, 1955","Missoula, Montana, USA"
"Actress,Music Department,Soundtrack",no awards no nominations,"Burden of Guilt,Triumph of Love,Rebelde,RBD: La familia",1.57 m,"March 9, 1983","Mexico City, Distrito Federal, Mexico"
"Actor,Soundtrack",no awards no nominations,"Star Trek: The Next Generation,The Nanny,The Hunt for Red October,The Prestige", (1.80 m,"November 26, 1945","Gurdon, Arkansas, USA"
Actress,no awards no nominations,"From Hell,Lolita,Ironclad,About a Boy",1.60 m,1960,"Hammersmith, London, England, UK"
Actor,no awards no nominations,"Justified,Greedy,Otis,Max Headroom",(1.74 m,"October 15, 1954","Cambridge, Massachusetts, USA"
"Producer,Actress,Additional Crew",no awards no nominations,"My Man Godfrey,My Favorite Wife,Stage Door,Murders in the Zoo",1.70 m,"June 20, 1911","Birmingham, Alabama, USA"
"Actor,Director,Additional Crew",no awards no nominations,"Ozark,The Killing,The Right Stuff,Bosch",1.70 m,February 16,"Houston, Texas, USA"
Actor,no awards no nominations,"Emergence,Brahms: The Boy II,SAS: Red Notice,The Mentalist",1.93 m,"July 2, 1978","Chepstow, Monmouthshire, Wales, UK"
"Actor,Soundtrack",no awards no nominations,"Super 8,The Kings of Summer,Hillbilly Elegy,American Wrestler: The Wizard",3 m,"December 11, 1994","St Louis, Missouri, USA"
"Actress,Composer,Soundtrack",no awards no nominations,"Seed of Chucky,Agent Cody Banks 2: Destination London,S Club Seeing Double,Primeval",1.63 m,"April 1, 1981","Great Yarmouth, Norfolk, England, UK"
"Actor,Composer,Director",no awards no nominations,"The Karate Kid,After Earth,The Pursuit of Happyness,The Day the Earth Stood Still",1.75 m,"July 8, 1998","Malibu, California, USA"
Actress,no awards no nominations,"Men in Black II,D2: The Mighty Ducks,D3: The Mighty Ducks,Rookie of the Year",1.75 m,"December 21, 1977","Chicago, Illinois, USA"
Actress,no awards no nominations,"Amy's Fucket List,Jungle Run,Meteor Moon,Devil's Triangle",1.75 m,"December 21, 1977","Chicago, Illinois, USA"
"Actor,Soundtrack",no awards no nominations,"Anna and the King of Siam,All Mine to Give,Young Bess,The Doctors",1.75 m,"December 14, 1942","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Life & Beth,Gossip Girl,Worth,The Late Show with Stephen Colbert",1.73 m,"July 15, 1979","New York City, New York, USA"
"Actor,Writer",no awards no nominations,"Land of the Lost,Chicago P.D.,Bullet to the Head,The Pacific",1.75 m,"October 14, 1970","New York City, New York, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Zorro: The Gay Blade,Love at First Bite,The Godfather Part III,Hollywood Ending",1.85 m,"August 12, 1939","Memphis, Tennessee, USA"
Actress,no awards no nominations,"Harry Potter and the Half-Blood Prince,P-Valley,Blade Runner 2049,A Discovery of Witches",(1.76 m,"August 21, 1989","London, England, UK"
"Actress,Producer,Director",no awards no nominations,"The Lincoln Lawyer,Gone,Everybody's Fine,The Shipping News",1.73 m,"December 29, 1977","Philadelphia, Pennsylvania, USA"
Actress,no awards no nominations,"Wig'd Out,The Secret Life of Amy Bensen,Possum Trot,In the Shadows",1.73 m,"December 29, 1977","Philadelphia, Pennsylvania, USA"
Actress,no awards no nominations,"Nope,Unpregnant,Euphoria,House of Spoils",1.73 m,"December 14, 1996","Queens, New York City, New York, USA"
Actress,no awards no nominations,"Philomena,Red Rock,Hidden Assets,Intermission",(1.68 m,"January 17, 1970","Renmore, Galway, Ireland"
"Actress,Writer,Producer",no awards no nominations,"Mr. Robot,Suburgatory,The Last Song,Into the Dark",1.65 m,"March 26, 1990","Santa Monica, California, USA"
"Producer,Director,Writer",no awards no nominations,"Furious 6,Fast & Furious 9,Better Luck Tomorrow,Star Trek Beyond",(1.69 m,"October 11, 1971","Taipei, Taiwan"
"Actress,Producer,Writer",no awards no nominations,"Star Trek: First Contact,Westworld,Star Trek: Generations,Star Trek: Nemesis",1.75 m,"February 23, 1932","Cleveland, Ohio, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Slap Shot,The Arrival,The Insider,Places in the Heart",1.68 m,"May 12, 1948","New York City, New York, USA"
"Actor,Director,Producer",no awards no nominations,"Silver Linings Playbook,The Day After Tomorrow,Romeo + Juliet,Kiss Kiss Bang Bang",1.91 m,"May 24, 1974","New York City, New York, USA"
"Producer,Production Manager,Second Unit Director or Assistant Director",no awards no nominations,"The X Files,Chaos,Into the Night,Tequila and Bonetti",1.91 m,"August 31, 1943","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Catch-22,Major Crimes,Two and a Half Men,Somewhere Slow",(1.69 m,November 14,"Thibodaux, Louisiana, USA"
"Actor,Director,Writer",no awards no nominations,"Face/Off,Astronaut's Wife,My Sister's Keeper,Alpha Dog",1.98 m,"May 21, 1959","New York City, New York, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Love Me or Leave Me,Pillow Talk,Calamity Jane,The Man Who Knew Too Much",1.70 m,"April 3, 1922","Cincinnati, Ohio, USA"
"Writer,Producer,Additional Crew",no awards no nominations,"The Practice,L.A. Law,Ally McBeal,Big Little Lies",(1.86 m,"April 4, 1956","Waterville, Maine, USA"
"Actress,Soundtrack",no awards no nominations,"Star Trek: Discovery,Boston Legal,Chicago Hope,Gattaca",(1.74 m,September 16,"Northbrook, Illinois, USA"
"Actress,Soundtrack",no awards no nominations,"The Fisher King,Big,Married to the Mob,The Secret of My Success",(1.78 m,"February 28, 1948","Queens, New York City, New York, USA"
"Producer,Writer,Director",no awards no nominations,"Gangs of Wasseypur,Udaan,Dev.D,Queen",(1.78 m,"September 10, 1972","Gorakhpur, Uttar Pradesh, India"
"Actress,Producer,Writer",no awards no nominations,"Precious,Domino,The Parkers,Phat Girlz",(1.69 m,"December 11, 1967","Woodlawn, Maryland, USA"
"Actor,Producer",no awards no nominations,"Limitless,Ghost Rider: Spirit of Vengeance,The Rainmaker,Empire Records",(1.78 m,October 31,"Charleston, South Carolina, USA"
"Actress,Soundtrack",no awards no nominations,"The Three Musketeers,Call the Midwife,The Monster,Red Dwarf",1.70 m,"June 19, 1984","Birmingham, West Midlands, England, UK"
Actress,no awards no nominations,"The Fault in Our Stars,Nothing Personal,Division 19,The Last Witch Hunter",1.68 m,"June 24, 1982","Venlo, Limburg, Netherlands"
"Actress,Producer,Director",no awards no nominations,"Swamp Mama,The Collector,The Hills Have Eyes 2,One Tree Hill",(1.69 m,September 22,"New York City, New York, USA"
Actress,no awards no nominations,"The White Lotus,Il nostro generale,Corro da te,Il grande giorno",(1.69 m,1993,"Milan, Lombardy, Italy"
"Actress,Music Department,Producer",no awards no nominations,"Be Cool,Pulse,Love Don't Cost a Thing,Man of the House",1.57 m,"September 26, 1981","Jersey City, New Jersey, USA"
"Actor,Director,Writer",no awards no nominations,"The A-Team,The A-Team,Battlestar Galactica,Ruckus",(1.80 m,"March 1, 1945","Helena, Montana, USA"
"Actor,Editorial Department,Producer",no awards no nominations,"Fast Five,Clear and Present Danger,Desperado,Behind Enemy Lines",(1.72 m,"March 15, 1957","São Sebastião da Pedreira, Lisbon, Portugal"
"Writer,Actor,Producer",no awards no nominations,"Saving Private Ryan,She's the One,Purple Violets,The Brothers McMullen",1.85 m,"January 29, 1968","New York City, New York, USA"
"Actress,Director,Producer",no awards no nominations,"American Soul,This Is Us,Good Trouble",1.68 m,"June 16, 1990","Washington, District of Columbia, USA"
"Actress,Producer,Writer",no awards no nominations,"Halloween Kills,Halloween Ends,Halloween,Assimilate",(1.74 m,"June 16, 1990","Washington, District of Columbia, USA"
Actress,no awards no nominations,"Alien 2,Triborn,Thunder Island,InHouse-CON",(1.69 m,"May 7, 1976","Panama City, Florida, USA"
"Director,Writer,Producer",no awards no nominations,"Master and Commander: The Far Side of the World,The Way Back,Witness,Dead Poets Society",(1.69 m,"August 21, 1944","Sydney, New South Wales, Australia"
"Actor,Producer,Writer",no awards no nominations,"Sex and the City,Sex and the City,Law & Order,Sex and the City 2",1.88 m,"November 13, 1954","Madison, Wisconsin, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Can't Buy Me Love,Rescue Me,Pumpkinhead II: Blood Wings,Murder, She Wrote",1.60 m,"January 8, 1969","Burbank, California, USA"
"Actor,Writer,Director",no awards no nominations,"Knots Landing,Payback,Space Cowboys,Marathon Man",(1.78 m,"September 5, 1939","Albany, New York, USA"
Actress,no awards no nominations,"Revenge,Rings,L'estate addosso,Medici",(1.69 m,"January 28, 1991","Milan, Lombardy, Italy"
"Actress,Producer,Soundtrack",no awards no nominations,"Cut to the Chase,Power Rangers Time Force,Resident Evil: Vendetta,Sleepy Hollow",1.70 m,"January 4, 1980","Stafford, Virginia, USA"
"Actress,Producer,Director",no awards no nominations,"Hustlers,That Damn Michael Che,She's Gotta Have It,Heaux Phase",1.60 m,"January 4, 1980","Stafford, Virginia, USA"
"Actor,Director,Writer",no awards no nominations,"The Artist,OSS 117: Le Caire, nid d'espions,The Wolf of Wall Street,Brice de Nice", (1.82 m,"June 19, 1972","Rueil-Malmaison, Hauts-de-Seine, France"
"Actor,Producer,Writer",no awards no nominations,"Kick-Ass,Army of the Dead,Power,Sorry to Bother You",(1.78 m,"January 9, 1974","Savannah, Georgia, USA"
"Actor,Director,Writer",no awards no nominations,"Dolphin Tale,The Untouchables,American Graffiti,Never Cry Wolf",1.63 m,"October 30, 1953","Van Nuys, California, USA"
"Actor,Director,Writer",no awards no nominations,"Safe Haven,Record,Revolution,Eat Pray Love",(1.78 m,"April 16, 1976","Melbourne, Victoria, Australia"
"Actress,Producer,Director",no awards no nominations,"Farscape,Feud,Jim Henson's Creature Shop Challenge,Rescue Special Ops",1.70 m,"November 16, 1977","Perth, Western Australia, Australia"
"Actor,Writer,Director",no awards no nominations,"Halloween II,Halloween,You Only Live Twice,The Great Escape",1.68 m,"October 5, 1919","Worksop, Nottinghamshire, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"3rd Rock from the Sun,Stargate,Inspector Gadget 2,Broken Arrow",1.75 m,"February 20, 1964","Albuquerque, New Mexico, USA"
"Actor,Producer,Writer",no awards no nominations,"Event Horizon,Vantage Point,Collateral,Phone Booth",1.88 m,"January 16, 1972",Japan
Actor,no awards no nominations,"Lady Bird,The Fosters,Dance Academy,Light as a Feather",(1.74 m,"July 20, 1992","Sydney, Australia"
"Actress,Soundtrack",no awards no nominations,"Secrets & Lies,Another Time, Another Place,Downton Abbey,Downtown Abbey",1.63 m,"January 11, 1956","Paisley, Scotland, UK"
"Actor,Writer,Producer",no awards no nominations,"The Office,Jurassic World,Veep,Shameless",1.88 m,"February 13, 1965","Salem, Massachusetts, USA"
"Actress,Soundtrack",no awards no nominations,"Lupin,The Young Pope,Swimming Pool,Peter Pan",1.65 m,"July 3, 1979","Saint-Cloud, Hauts-de-Seine, France"
"Actress,Soundtrack",no awards no nominations,"The Conjuring,An American Crime,Lie to Me,Sons of Anarchy",1.57 m,"March 29, 1991","Edmond, Oklahoma, USA"
"Actress,Soundtrack",no awards no nominations,"42,Shame,Miss Juneteenth,Black Mirror",1.55 m,"January 3, 1985","West Palm Beach, Florida, USA"
"Actor,Music Department,Additional Crew",no awards no nominations,"Mortal Kombat,Lilo & Stitch,Transformers: Revenge of the Fallen,Young Justice",3 m,"October 25, 1964","Bronx, New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"The Crown,Quarry,True Detective,For All Mankind",1.70 m,"October 29, 1987","Cape Town, South Africa"
"Actor,Director,Writer",no awards no nominations,"Psycho,Psycho II,Psycho III,The Black Hole",(1.87 m,"April 4, 1932","New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Freddy Got Fingered,Super Troopers,Pumpkin,Super Troopers 2",(1.64 m,"March 17, 1974","Minneapolis, Minnesota, USA"
"Actress,Director,Producer",no awards no nominations,"The Perfection,Smallville,Painkiller Jane,Amber Alert",(1.74 m,"April 17, 1980","Vancouver, British Columbia, Canada"
"Actor,Writer,Producer",no awards no nominations,"Tanned Legs,The Big Show-Off,16 Fathoms Deep,Topper",3 m,"April 17, 1905","Corbin, Kentucky, USA"
"Actor,Producer",no awards no nominations,"The Mask,Pulp Fiction,The Bounty Hunter,Blue Streak",1.91 m,"October 8, 1965","Montclair, New Jersey, USA"
"Actress,Producer,Stunts",no awards no nominations,"Teen Wolf,Chicago Med,The Honor List,Hawaii Five-0",1.57 m,"August 16, 1985","Amarillo, Texas, USA"
"Actor,Director,Writer",no awards no nominations,"Love Streams,A Woman Under the Influence,Rosemary's Baby,Shadows",1.75 m,"December 9, 1929","New York City, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"A Nightmare on Elm Street,Wes Craven's New Nightmare,Just the Ten of Us,The Midnight Club",1.60 m,"July 17, 1964","Tulsa, Oklahoma, USA"
"Actor,Director,Cinematographer",no awards no nominations,"Man in an Orange Shirt,New Girl,Hand of God,Kelly + Victor",(1.80 m,"January 13, 1983","London, England, UK"
,no awards no nominations,"Clarkson's Farm,The Big Fat Quiz of Everything,The National Television Awards 2022",(1.80 m,"January 13, 1983","London, England, UK"
Actor,no awards no nominations,"The Onion Movie,The Rig,Private Practice,Phil of the Future",1.75 m,"September 10, 1987","Springfield, Missouri, USA"
Actor,no awards no nominations,"Kids,Next Friday,A Brother's Kiss,Out in Fifty",1.75 m,"March 21, 1975","London, England, UK"
"Actor,Director,Writer",no awards no nominations,"Crazy Heart,Out of the Furnace,Hostiles,The Pale Blue Eye",1.75 m,"April 20, 1970","Abingdon, Virginia, USA"
"Actor,Producer,Writer",no awards no nominations,"True Detective,The Secret Life of Walter Mitty,The BFG,Fantastic Beasts: The Crimes of Grindelwald",1.91 m,"March 3, 1973","Connecticut, USA"
"Producer,Writer,Actor",no awards no nominations,"The Good Place,The Office,Parks and Recreation,Brooklyn Nine-Nine",3 m,"October 29, 1975","West Hartford, Connecticut, USA"
