prof,awards,famous,height,dob,birthplace
"Actress,Producer,Director",no awards no nominations,"The Best Man,Big Momma's House,The Best Man Holiday,Boiler Room",1.57 m,"October 30, 1970","Brooklyn, New York, USA"
"Actress,Producer",no awards no nominations,"The Campaign,Valentine's Day,Truth Be Told,Imposters",(1.64 m,"December 1, 1966","New Orleans, Louisiana, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Road to Perdition,Everybody Wants Some!!,Supergirl,Teen Wolf", (1.82 m,"September 11, 1987","Corona, California, USA"
"Actor,Producer,Director",no awards no nominations,"Ugly Betty,The Decoy Bride,The Hyperglot,Mode After Hours",(1.80 m,"August 8, 1980","Dallas, Texas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Spy,Insidious,Bridesmaids,Neighbors",(1.68 m,"July 24, 1979","Balmain, Sydney, New South Wales, Australia"
"Actress,Camera and Electrical Department,Producer",no awards no nominations,"The Hangover,Diary of a Wimpy Kid,Lucifer,Suits",1.55 m,"January 12, 1968","Worthington, Ohio, USA"
"Actress,Writer,Soundtrack",no awards no nominations,"Harry Potter and the Order of the Phoenix,About a Boy,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Half-Blood Prince",(1.67 m,"November 1, 1984","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"The Hunger Games,The Hunger Games: Catching Fire,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 1",1.65 m,"October 12, 1992","Union, Kentucky, USA"
"Actor,Writer,Producer",no awards no nominations,"Maron,Almost Famous,Sheesh,GLOW",1.75 m,"September 27, 1963","New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"Thelma & Louise,The Long Kiss Goodnight,A League of Their Own,The Fly",3 m,"January 21, 1956","Wareham, Massachusetts, USA"
"Actress,Producer,Director",no awards no nominations,"A Question of Faith,Beyond the Farthest Star,Watch the Sky,Xena: Warrior Princess",1.63 m,"February 15, 1971","Katy, Texas, USA"
"Actress,Producer,Writer",no awards no nominations,"Scream,Scream 2,Scream 3,Wild Things",1.70 m,"October 3, 1973","Guelph, Ontario, Canada"
"Actor,Additional Crew",no awards no nominations,"Miss Scarlet and the Duke,Army of Thieves,Medici,Dampyr",1.88 m,"January 8, 1986","Ayr, Scotland, UK"
"Actor,Director,Cinematographer",no awards no nominations,"Apocalypse Now,The Godfather,On the Waterfront,Ultimo Tango a Parigi",1.75 m,"April 3, 1924","Omaha, Nebraska, USA"
"Actress,Soundtrack",no awards no nominations,"Imposters,Lucifer,Resurrection: Prison Break,Gang Related",1.60 m,"October 27, 1986","Ramat Gan, Israel"
Actress,no awards no nominations,"Underworld: Rise of the Lycans,Doomsday,The Life of David Gale,Boston Legal",1.68 m,"August 9, 1976","Paddington, London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Invictus,Se7en,Driving Miss Daisy,The Dark Knight",1.88 m,"June 1, 1937","Memphis, Tennessee, USA"
"Actress,Producer,Director",no awards no nominations,"G.I. Jane,Charlie's Angels: Full Throttle,Ghost,Indecent Proposal",1.65 m,"November 11, 1962","Roswell, New Mexico, USA"
"Actress,Director,Producer",no awards no nominations,"The Flash,Sky High,Friday the 13th,Empire Falls",(1.69 m,"September 19, 1987","Augusta, Georgia, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"Basic Instinct,Casino,The Quick and the Dead,Sliver",(1.74 m,"March 10, 1958","Meadville, Pennsylvania, USA"
"Actress,Producer,Director",no awards no nominations,"The Sixth Sense,About a Boy,Hereditary,The Hours",1.73 m,"November 1, 1972","Sydney, New South Wales, Australia"
"Actress,Producer,Director",no awards no nominations,"Castle,CBGB,For Lovers Only,The Spirit",1.75 m,"April 26, 1978","Hamilton, Ontario, Canada"
"Director,Writer,Actor",no awards no nominations,"Tár,Little Children,In the Bedroom,Eyes Wide Shut",1.75 m,"February 24, 1964","Pomona, California, USA"
"Actress,Writer",no awards no nominations,"The Newsroom,X-Men: Apocalypse,The Daily Show,Office Christmas Party",1.63 m,"July 3, 1980","Oklahoma City, Oklahoma, USA"
"Actor,Producer,Visual Effects",no awards no nominations,"Castle,Firefly,Serenity,Slither",(1.87 m,"March 27, 1971","Edmonton, Alberta, Canada"
"Writer,Producer,Director",no awards no nominations,"Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,Movie 43,Slither",3 m,"August 5, 1966","St. Louis, Missouri, USA"
"Actress,Director",no awards no nominations,"Octopussy,The Man with the Golden Gun,Rollerball,Tattoo",1.75 m,"February 12, 1945","Luleå, Norrbottens län, Sweden"
"Actress,Producer,Director",no awards no nominations,"House M.D.,Once Upon a Time,Star Trek,Big Stan",(1.69 m,"April 12, 1979","Chicago, Illinois, USA"
"Actor,Producer",no awards no nominations,"Lucky Number Slevin,30 Days of Night,The Faculty,The Black Dahlia",1.91 m,"July 21, 1978","St. Paul, Minnesota, USA"
"Actress,Director",no awards no nominations,"Justified,The Other Guys,The Shield,The Detour",1.65 m,"March 17, 1975","Harris County, Texas, USA"
Actress,no awards no nominations,"65,Monster Problems,Awake,Avengers: Infinity War",1.65 m,August 27,"New York, USA"
"Director,Producer,Actor",no awards no nominations,"Ant-Man,Bring It On,Ant-Man and the Wasp,Ant-Man and the Wasp: Quantumania",(1.87 m,"July 3, 1964","Raleigh, North Carolina, USA"
"Actor,Soundtrack",no awards no nominations,"Kill Your Darlings,American Hustle,Ben-Hur,Outlander",3 m,"December 7, 1982","London, England, UK"
"Actress,Producer",no awards no nominations,"Step Up,Take the Lead,Tamara,10 Years",1.57 m,"December 3, 1980","Hartford, Connecticut, USA"
"Actor,Producer,Director",no awards no nominations,"Moon,Three Billboards Outside Ebbing, Missouri,Confessions of a Dangerous Mind,Seven Psychopaths",1.73 m,"November 5, 1968","Daly City, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Closer,The Woodsman,Phenomenon,Something to Talk About",1.65 m,"August 19, 1965","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Avatar,Terminator Salvation,Clash of the Titans,Avatar: The Way of Water",1.75 m,"August 2, 1976","Godalming, Surrey, England, UK"
Actress,no awards no nominations,"You,The Wall of Mexico,Crazy Ex-Girlfriend,The Magicians",1.63 m,"February 27, 1991","Miami, Florida, USA"
"Actor,Producer,Writer",no awards no nominations,"Good Will Hunting,Nymphomaniac: Vol. I,Nymphomaniac: Vol. II,Amistad",1.91 m,"June 13, 1951","Gothenburg, Västra Götalands län, Sweden"
"Actor,Writer,Producer",no awards no nominations,"Ted Lasso,Colossal,We're the Millers,Horrible Bosses",(1.85 m,"September 18, 1975","Fairfax, Virginia, USA"
"Actor,Producer,Writer",no awards no nominations,"The Mask of Zorro,La Piel Que Habito,The 13th Warrior,Desperado",(1.74 m,"August 10, 1960","Málaga, Málaga, Andalucía, Spain"
"Actress,Director,Producer",no awards no nominations,"The Silence of the Lambs,The Brave One,Taxi Driver,The Accused",1.60 m,"November 19, 1962","Los Angeles, California, USA"
"Director,Actress,Producer",no awards no nominations,"Humpday,Your Sister's Sister,Sword of Trust,Laggies",1.60 m,"August 27, 1965","Oberlin, Ohio, USA"
Actress,no awards no nominations,"House of Anubis,Shoot Me Nicely,Good Kids,Criminal Minds",1.57 m,"December 22, 1990","Brighton, England, UK"
"Music Artist,Actor,Music Department",no awards no nominations,"Tomorrowland,The Blind Side,Friday Night Lights,Flicka",(1.78 m,"May 1, 1967","Delhi, Louisiana, USA"
"Actress,Music Department,Composer",no awards no nominations,"Schmigadoon!,Agents of S.H.I.E.L.D.,Hairspray Live!,Descendants",1.57 m,"January 15, 1996","Bainbridge Island, Washington, USA"
"Actor,Director,Writer",no awards no nominations,"Vikings,Westworld,The Way Back,Ondskan",1.93 m,"November 12, 1980","Stockholm, Stockholms län, Sweden"
"Actress,Producer,Director",no awards no nominations,"Forrest Gump,Lincoln,Smokey and the Bandit,Steel Magnolias",1.57 m,"November 6, 1946","Pasadena, California, USA"
"Actor,Soundtrack",no awards no nominations,"Riverdale,The Sun Is Also a Star,Bad Boys for Life,American Horror Story",1.85 m,"January 4, 1991","Juneau, Alaska, USA"
"Actor,Music Department,Soundtrack",no awards no nominations,"All the Bright Places,Neighbours,Neighbours vs. Time Travel,Zoey's Extraordinary Playlist",1.85 m,"April 20, 1998","Melbourne, Australia"
Actress,no awards no nominations,"Hereditary,The 67th Annual Tony Awards,87th Annual Macy's Thanksgiving Day Parade",1.85 m,"July 16, 2002","Tampa, Florida, USA"
"Actor,Producer,Director",no awards no nominations,"Dallas Buyers Club,Suicide Squad,Morbius,Requiem for a Dream",(1.80 m,"December 26, 1971","Bossier City, Louisiana, USA"
"Actor,Composer,Producer",no awards no nominations,"The Silence of the Lambs,Hitchcock,The World's Fastest Indian,Hannibal",1.75 m,"December 31, 1937","Margam, Port Talbot, West Glamorgan, Wales, UK"
"Actress,Producer,Writer",no awards no nominations,"The Office,The Giant Mechanical Man,Walk Hard: The Dewey Cox Story,Blades of Glory",1.68 m,"March 7, 1974","Fort Wayne, Indiana, USA"
Actress,no awards no nominations,"X-Men Origins: Wolverine,John Carter,The Merchant of Venice,The Number 23",1.73 m,"May 16, 1977","Houston, Texas, USA"
"Actress,Producer,Writer",no awards no nominations,"The House Bunny,Just Friends,Scary Movie,Scary Movie 4",1.63 m,"November 29, 1976","Baltimore, Maryland, USA"
"Actor,Producer,Director",no awards no nominations,"Finding Neverland,Charlie and the Chocolate Factory,Bates Motel,The Art of Getting By",(1.80 m,"February 14, 1992","Camden Town, London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Justified,The Hateful Eight,Predators,Django Unchained",(1.78 m,"November 10, 1971","Birmingham, Alabama, USA"
"Actress,Producer,Writer",no awards no nominations,"Remember Me,Horrible Bosses,A Lot Like Love,Fringe",1.68 m,"August 4, 1981","Los Angeles, California, USA"
"Actress,Writer",no awards no nominations,"Don't Worry Darling,Pistol,Chemistry,Coercion",,,
"Actor,Producer,Additional Crew",no awards no nominations,"The Walking Dead,The Boondock Saints,Blade II,The Boondock Saints II: All Saints Day", (1.79 m,"January 6, 1969","Hollywood, Florida, USA"
"Actress,Director,Producer",no awards no nominations,"Back to the Future,The Year of Spectacular Men,The Trouble with the Truth,Switched at Birth",1.60 m,"May 31, 1961","Rochester, Minnesota, USA"
"Actress,Producer,Costume Designer",no awards no nominations,"The Girl with the Dragon Tattoo,Carol,The Social Network,Side Effects",1.60 m,"April 17, 1985","Bedford, New York, USA"
"Actor,Soundtrack",no awards no nominations,"Hairspray,X-Men,Enchanted,Superman Returns",(1.78 m,"September 18, 1973","Stillwater, Oklahoma, USA"
"Actress,Director,Producer",no awards no nominations,"You,Mozart in the Jungle,The Bank Job,Troy",3 m,"October 22, 1972","London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"My So-Called Life,Homeland,Romeo + Juliet,The Hours",(1.66 m,"April 12, 1979","Manhattan, New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Titans,Science Fiction Volume One: The Osiris Child,True Spirit,Woman of a Certain Sage",1.63 m,"April 23, 2004","Sydney, New South Wales, Australia"
"Actor,Producer,Director",no awards no nominations,"Parks and Recreation,Step Brothers,Severance,Big Little Lies",1.75 m,"April 3, 1973","Santa Cruz, California, USA"
"Actress,Producer,Camera and Electrical Department",no awards no nominations,"Inglourious Basterds,In the Fade,National Treasure,Unknown",1.70 m,"July 15, 1976","Algermissen, Lower Saxony, West Germany"
"Actor,Producer,Director",no awards no nominations,"Transformers: Revenge of the Fallen,Need for Speed,Battle: Los Angeles,The Language of Ball",(1.80 m,"December 20, 1979","Río Piedras, Puerto Rico"
"Actress,Producer,Additional Crew",no awards no nominations,"Out of Africa,August: Osage County,The Devil Wears Prada,Sophie's Choice",1.68 m,"June 22, 1949","Summit, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Magical City Terabithia,Brothers,Just Go with It,Don't Be Afraid of the Dark",1.68 m,"October 15, 1999","Fort Lauderdale, Florida, USA"
"Actress,Producer",no awards no nominations,"Ozark,Martha Marcy May Marlene,Sin City: A Dame to Kill For,The Assistant",1.65 m,"February 1, 1994","Bronx, New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"The Rock,Dr. No,The Untouchables,The Name of the Rone",(1.90 m,"August 25, 1930","Edinburgh, Scotland, UK"
Actor,no awards no nominations,"Avatar: The Way of Water,Avatar 3,The Night Sitter,Avengers: Endgame",1.85 m,"November 16, 2004",USA
"Actress,Producer,Writer",no awards no nominations,"The Parent Trap,Bruce Almighty,Let's Dance,GLOW",1.63 m,August 3,"Silver Spring, Maryland, USA"
"Actor,Producer,Writer",no awards no nominations,"The Big Bang Theory,Florence Foster Jenkins,We'll Never Have Paris,A Serious Man",1.70 m,"December 9, 1980","Los Angeles, California, USA"
Actress,no awards no nominations,"The Company You Keep,Ballers,FBI,Ghosts of Girlfriends Past",1.63 m,May 19,"Queens, New York, USA"
"Actor,Producer,Executive",no awards no nominations,"Shame,Prometheus,X: First Class,Steve Jobs",3 m,"April 2, 1977","Heidelberg, Baden-Württemberg, West Germany"
"Actress,Producer,Writer",no awards no nominations,"Afternoon Delight,Transparent,Free Agents,Bad Moms",1.65 m,"July 23, 1973","Westchester, Illinois, USA"
"Actor,Soundtrack",no awards no nominations,"The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: The Voyage of the Dawn Treader,Seventh Son,The Big Wedding",1.85 m,"August 20, 1981","London, England, UK"
"Actress,Director,Writer",no awards no nominations,"Euphoria,The Hunger Games: The Ballad of Songbirds and Snakes,Cuckoo,Belle: The Dragon and the Freckled Princess",(1.78 m,"December 31, 1999","Trenton, New Jersey, USA"
"Actor,Producer,Writer",no awards no nominations,"Moulin Rouge!,Trainspotting,August: Osage County,T2 Trainspotting",(1.77 m,"March 31, 1971","Perth, Perthshire, Scotland, UK"
"Actor,Director,Producer",no awards no nominations,"The Walking Dead,Love Actually,Teachers,Afterlife",(1.78 m,"September 14, 1973","London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Tron,Mudbound,On the Road,Four Brothers",(1.91 m,"September 3, 1984","Roseau, Minnesota, USA"
"Producer,Actress,Writer",no awards no nominations,"Roseanne,Look Who's Talking Too,Freddy's Dead: The Final Nightmare,She-Devil",1.63 m,"November 3, 1952","Salt Lake City, Utah, USA"
"Actor,Producer,Director",no awards no nominations,"Unforgiven,Gladiator,Camelot,The Count of Monte Cristo",(1.84 m,"October 1, 1930","Limerick, Ireland"
"Actor,Producer,Cinematographer",no awards no nominations,"Ford v. Ferrari,Sweet Home Alabama,Glory Road,Yellowstone", (1.82 m,"June 20, 1971","Fayetteville, Arkansas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Ghostbusters,Toy Story 4,Pretty in Pink,Designing Women",1.60 m,"October 28, 1952","Nashville, Tennessee, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Watchmen,The Final Girls,Rock of Ages,The Heartbreak Kid",1.73 m,"May 12, 1978","Stockholm, Stockholms län, Sweden"
"Actor,Producer,Writer",no awards no nominations,"In Good Company,Spider-Man 3,Traffic,That '70s Show",(1.80 m,"July 12, 1978","New York City, New York, USA"
Actress,no awards no nominations,"Fanboys,Weeds,The Runaways,Struck by Lightning",2 m,"February 14, 1994","Tupelo, Mississippi, USA"
"Actor,Writer,Producer",no awards no nominations,"The Sopranos,GoodFellas,Summer of Sam,The Lovely Bones",(1.71 m,"March 26, 1966","Mount Vernon, New York, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"The Imitation Game,Star Trek Into Darkness,August: Osage County,Doctor Strange",3 m,"July 19, 1976","Hammersmith, London, England, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"Pretty Little Liars,Mother's Day,The Possession of Hannah Grace,Aaron Stone",(1.71 m,"April 10, 1987","Mississauga, Ontario, Canada"
"Actress,Producer,Soundtrack",no awards no nominations,"Armageddon,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Fellowship of the Ring,The Strangers",(1.77 m,"July 1, 1977","New York City, New York, USA"
"Actor,Writer,Director",no awards no nominations,"Die Hard,Robin Hood: Prince of Thieves,Galaxy Quest,Sweeney Todd: The Demon Barber of Fleet Street",1.85 m,"February 21, 1946","Hammersmith, London, England, UK"
"Actor,Director,Editor",no awards no nominations,"Brokeback Mountain,The Dark Knight,A Knight's Tale,10 Things I Hate About You",1.85 m,"April 4, 1979","Perth, Western Australia, Australia"
"Actor,Producer,Director",no awards no nominations,"Men in Black,The Cell,Full Metal Jacket,Jurassic World",(1.92 m,"June 30, 1959","Brooklyn, New York City, New York, USA"
"Actress,Producer,Director",no awards no nominations,"300,Game of Thrones,Pride and Prejudice and Zombies,Dredd",(1.66 m,"October 3, 1973","Hamilton, Bermuda"
"Actress,Producer,Soundtrack",no awards no nominations,"Hot Pursuit,Modern Family,Chef,Four Brothers",1.70 m,"July 10, 1972","Barranquilla, Colombia"
"Writer,Producer,Director",no awards no nominations,"The Boondock Saints,3000 Miles to Graceland,The Whole Nine Yards,The Pledge",(1.78 m,"June 10, 1955","Memphis, Tennessee, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Frozen,Hamilton,The Matrix Resurrections,Mindhunter",(1.80 m,"March 26, 1985","Lancaster, Pennsylvania, USA"
"Actor,Producer,Writer",no awards no nominations,"The Royal Tenenbaums,Bottle Rocket,Wedding Crashers,Starsky & Hutch", (1.79 m,"November 18, 1968","Dallas, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"Clash of the Titans,Sunset Song,The Titan,Hail, Caesar!",(1.78 m,"February 16, 1983","Littleborough, Manchester, UK"
"Actress,Producer,Soundtrack",no awards no nominations,"X-Men,Femme Fatale,X2,X-Men: The Last Stand",(1.80 m,"November 6, 1972","Berkeley, California, USA"
"Actor,Producer",no awards no nominations,"Black Panther,Us,Avengers: Infinity War,Black Panther: Wakanda Forever",1.96 m,"November 15, 1986",Trinidad and Tobago
"Actor,Producer,Soundtrack",no awards no nominations,"Downton Abbey,The Guest,Beauty and the Beast",3 m,"October 10, 1982","Croydon, Surrey, England, UK"
"Actor,Producer,Director",no awards no nominations,"The X Files,The X Files,Californication,The X Files: I Want to Believe",(1.83 m,"August 7, 1960","New York City, New York, USA"
Actor,no awards no nominations,"Accused,The Underground Railroad,The Blacklist,Law & Order: Los Angeles",(1.69 m,April 29,"Petoskey, Michigan, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Band of Brothers,Dreamcatcher,Once Upon a Time... In Hollywood,Homeland",1.86 m,"February 11, 1971","St. John's Wood, London, England, UK"
Actress,no awards no nominations,"Honeymoon,Game of Thrones,The Last Witch Hunter,Morgan",1.68 m,"February 9, 1987","Aberdeen, Scotland, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Love Actually,Sea Robbers: Corpse Treasure,Page Eight,About Time",1.88 m,"December 12, 1949","Caterham, Surrey, England, UK"
"Actress,Soundtrack",no awards no nominations,"The Walking Dead,It's Complicated,Arrow,The Flash",(1.64 m,August 15,"Wayne, Nebraska, USA"
Actress,no awards no nominations,"Doctor Who,Law & Order: UK,Sense8,The Matrix Resurrections",1.57 m,"March 20, 1979","London, England, UK"
"Actress,Soundtrack",no awards no nominations,Ginny & Georgia,1.65 m,"July 3, 1998","Toronto, Ontario, Canada"
"Actress,Producer,Soundtrack",no awards no nominations,"Daisy Jones & the Six,Seance,Assassination Nation,A Rainy Day in New York",1.73 m,"January 5, 1992","Hammersmith, London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Underworld,The Strangers,Barefoot,Underworld: Evolution",(1.80 m,"September 1, 1975","London, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"The Family Man,Jurassic Park III,Deep Impact,Spanglish",1.73 m,"February 25, 1966","New York City, New York, USA"
"Actress,Producer",no awards no nominations,"Jumper,The O.C.,The Last Kiss,The to Do List",1.57 m,"August 25, 1981","Los Angeles, California, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Dirty Dancing,Ghost,Road House,Point Break",(1.77 m,"August 18, 1952","Houston, Texas, USA"
"Actress,Producer,Music Department",no awards no nominations,"The Parent Trap,Mean Girls,Freaky Friday,I Know Who Killed Me",1.65 m,"July 2, 1986","The Bronx, New York City, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Two Women,Marriage Italian Style,Una giornata particolare,Arabesque",(1.74 m,"September 20, 1934","Rome, Lazio, Italy"
"Actress,Writer,Producer",no awards no nominations,"Her Story,Mrs. Fletcher,Blindspot,There You Are",1.73 m,"January 30, 1976","Natchez, Mississippi, USA"
"Actor,Soundtrack",no awards no nominations,"Speed Racer,Prom Night,Dear John,Friday Night Lights",3 m,"July 14, 1979","Omaha, Nebraska, USA"
Actress,no awards no nominations,"Servant,Game of Thrones,Too Old to Die Young,Settlers",1.70 m,"October 13, 1999","Kingston upon Thames, Surrey, England, UK"
"Actress,Producer,Director",no awards no nominations,"Alias,13 Going on 30,Daredevil,Juno",1.75 m,"April 17, 1972","Houston, Texas, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Leaving Las Vegas,Adventures in Babysitting,The Saint,The Karate Kid",1.57 m,"October 6, 1963","Wilmington, Delaware, USA"
"Actress,Director,Writer",no awards no nominations,"Five Days at Memorial,Better Call Saul,Fargo,Catch-22",1.63 m,"January 16, 1975","Crossville, Tennessee, USA"
"Producer,Actor,Writer",no awards no nominations,"Chef,Iron Man,Swingers,Avengers: Endgame",1.85 m,"October 19, 1966","Queens, New York City, New York, USA"
"Producer,Director,Cinematographer",no awards no nominations,"Sex, Lies, and Videotape,Traffic,Behind the Candelabra,Erin Brockovich",3 m,"January 14, 1963","Atlanta, Georgia, USA"
"Actress,Writer,Soundtrack",no awards no nominations,"Shotgun Wedding,The Flight Attendant,La La Land,Alien: Covenant",1.70 m,"May 24, 1988","Jacksonville, Florida, USA"
"Producer,Director,Writer",no awards no nominations,"Se7en,Zodiac,Gone Girl,The Social Network",(1.84 m,"August 28, 1962","Denver, Colorado, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"X-Men: Apocalypse,X-Men: Days of Future Past,Dark Phoenix,Never Back Down",(1.77 m,"January 20, 1987","St. Louis, Missouri, USA"
"Actress,Director,Producer",no awards no nominations,"17 Again,Hannah Montana: The Movie,The Office,27 Dresses",1.70 m,"June 29, 1967","Houston, Texas, USA"
"Producer,Actress,Director",no awards no nominations,"Charlie's Angels,50 First Dates,Never Been Kissed,The GIrl",1.63 m,"February 22, 1975","Culver City, California, USA"
Actor,no awards no nominations,"Vikings: Valhalla,Sanditon,Clique,The Liberator",1.88 m,"September 26, 1993","London, England, UK"
"Actor,Soundtrack",no awards no nominations,"Jurassic World: Fallen Kingdom,Pokémon: Detective Pikachu,Paper Towns,All the Bright Places",(1.78 m,"August 9, 1995","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Phoenix,A Most Wanted Man,Barbara,Tár",(1.80 m,"July 7, 1975","Stuttgart, Baden-Württemberg, Germany"
"Actor,Producer,Stunts",no awards no nominations,"Accident Man: Hitman's Holiday,John Wick: Chapter 4,Boyka: Undisputed IV,Avengement",(1.78 m,"June 17, 1976","Sutton Coldfield, West Midlands, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"The Fast and the Furious,Fast & Furious 7,Running Scared,Hours",1.88 m,"September 12, 1973","Glendale, California, USA"
"Actor,Producer,Writer",no awards no nominations,"Blue Bloods,Magnum, P.I.,In & Out,3 Men and a Baby",1.93 m,"January 29, 1945","Detroit, Michigan, USA"
"Actress,Producer,Music Department",no awards no nominations,"The Help,Juno,The Hours,Hairspray",(1.84 m,"November 19, 1959","Boston, Massachusetts, USA"
"Actress,Producer,Writer",no awards no nominations,"Vampire Academy,Modern Family,Geek Charming,See You in Valhalla",1.55 m,"November 24, 1990","Manhattan, New York City, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Vicky Cristina Barcelona,Vanilla Sky,Pirates of the Caribbean: On Stranger Tides,The Return",1.68 m,"April 28, 1974","Alcobendas, Madrid, Spain"
"Actress,Writer,Soundtrack",no awards no nominations,"Wild at Heart,Agatha Christie's Marple,Jonathan Creek,Virtual Sexuality",1.63 m,"February 16, 1971","Bishop's Waltham, Hampshire, England, UK"
"Actor,Producer,Director",no awards no nominations,"Titanic,The Phantom,Dead Calm,Back to the Future Part II",(1.84 m,"February 24, 1966","Chicago, Illinois, USA"
"Actress,Producer,Director",no awards no nominations,"13 Going on 30,Jurassic World,Ant-Man,Halloween Kills",1.73 m,"July 20, 1975","Detroit, Michigan, USA"
Actress,no awards no nominations,"Into the Grizzly Maze,The Block Island Sound,Aquarius,Awake",1.75 m,"May 20, 1983","Warwick, Rhode Island, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,Lovecraft Country,The Great Debaters,Lou",1.68 m,"October 1, 1986","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Weekend,Castle in the Ground,The Other Half,Black Mirror",1.85 m,"July 17, 1985","Aberystwyth, Wales, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"Spider-Man: Into the Spider-Verse,Bullet Train,If Beale Street Could Talk,Hotel Artemis",1.88 m,"March 31, 1982","Fayetteville, North Carolina, USA"
"Actress,Music Department,Writer",no awards no nominations,"The Wrong Missy,Good Girls,Orange Is the New Black,Jurassic World",(1.78 m,"September 6, 1985","Chicago, Illinois, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Avengers,Thor,Thor: The Dark World,Thor: Ragnarok",(1.87 m,"February 9, 1981","Westminster, London, England, UK"
"Actor,Producer,Soundtrack",no awards no nominations,"Succession,Death at a Funeral,The Three Musketeers,Pride & Prejudice",1.91 m,"October 17, 1974","Great Yarmouth, Norfolk, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Alien 2,Frailty,Apollo 13,Twister",3 m,"May 17, 1955","Fort Worth, Texas, USA"
"Actress,Writer,Producer",no awards no nominations,"Senior Year,Jojo Rabbit,Pitch Perfect,Bridesmaids",1.63 m,"March 2, 1980","Sydney, New South Wales, Australia"
"Actress,Producer,Soundtrack",no awards no nominations,"China Beach,Tombstone,Batman: Mask of the Phantasm,Desperate Housewives",1.68 m,March 13,"New York City, New York, USA"
"Actress,Music Department,Producer",no awards no nominations,"Heroes,Remember the Titans,Scream 4,I Love You, Beth Cooper",2 m,"August 21, 1989","Palisades, New York, USA"
"Actress,Soundtrack",no awards no nominations,"Carnal Knowledge,Bye Bye Birdie,Made in Paris,Grumpy Old Men",(1.61 m,"April 28, 1941","Valsjöbyn, Jämtlands län, Sweden"
"Writer,Producer,Director",no awards no nominations,"El Laberinto Del Fauno,Hellboy,Guillermo del Toro's Pinocchio,El espinazo del diablo",(1.78 m,"October 9, 1964","Guadalajara, Jalisco, Mexico"
"Actress,Director,Producer",no awards no nominations,"I, Robot,Battle: Los Angeles,The Sum of All Fears,Lord of War",(1.77 m,"April 28, 1971","Binghamton, New York, USA"
"Actress,Producer,Writer",no awards no nominations,"Palm Springs,The Wolf of Wall Street,Fargo,The Brass Teapot",1.58 m,"August 16, 1985","Cherry Hill, New Jersey, USA"
"Actress,Producer,Writer",no awards no nominations,"Finding Dory,It's Always Sunny in Philadelphia,Vacation,The Heat",1.73 m,"August 18, 1975","Portland, Oregon, USA"
"Actress,Director",no awards no nominations,"Dave,Ten Year Old Tom,Players,American Vandal",1.73 m,"February 17, 1992","San Francisco, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Paper Towns,Before I Fall,Neighbors,The Orville",(1.66 m,"May 10, 1993","Los Angeles, California, USA"
Actress,no awards no nominations,"Leave No Trace,Jojo Rabbit,Last Night in Soho,Old",1.65 m,"July 26, 2000","Wellington, New Zealand"
