prof,awards,famous,height,dob,birthplace
"Actress,Soundtrack",no awards no nominations,"Search Party,Hits,Irrational Man",1.60 m,"May 31, 1987","Chapel Hill, North Carolina, USA"
"Actor,Director,Producer",no awards no nominations,"In the Heat of the Night,Lilies of the Field,Guess Who's Coming to Dinner,The Defiant Ones",(1.90 m,"February 20, 1927","Miami, Florida, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Girl with the Dragon Tattoo,ER,Beginners,Elektra",1.93 m,"September 9, 1972","Sibenik, Croatia, Yugoslavia"
"Actress,Writer,Producer",no awards no nominations,"The Nun,I Know Who Killed Me,Mulholland Dr.,Silver Linings Playbook",(1.72 m,"September 9, 1960","Maryland, USA"
Actor,no awards no nominations,"Happy Valley,Don't Take My Baby,Cherry,The Bay",(1.72 m,"April 25, 1991","England, UK"
"Actor,Producer,Writer",no awards no nominations,"Band of Brothers,The Offer,The Basketball Diaries,Jersey Boys",1.65 m,"November 22, 1975","The Bronx, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Grimm,Blocks,Chelsey & Kelsey Are Really Good Roommates,Bones",1.63 m,"April 14, 1980","San Francisco, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Resident,Captain America: Civil War,Girlfriends' Guide to Divorce,Crazy, Stupid, Love.",(1.61 m,"July 7, 1987","Winston-Salem, North Carolina, USA"
"Actress,Producer,Stunts",no awards no nominations,"Road House,Point Break,Chick Fight,Last Writes",1.65 m,"July 7, 1987","Winston-Salem, North Carolina, USA"
Actor,no awards no nominations,"In the Blood,Mary Queen of Scots,The Lord of the Rings: The Rings of Power,Miss Bala",3 m,"April 7, 1987",Puerto Rico
Actress,no awards no nominations,"Cobalt Blue,Class,PM Selfiewallie,Jenny",,,
"Actor,Producer,Writer",no awards no nominations,"John Wick: Chapter 2,Django Unchained,Die Hard 2,Django", (1.82 m,"November 23, 1941","San Prospero Parmense, Emilia-Romagna, Italy"
"Actor,Producer",no awards no nominations,"Teen Wolf,Realms,Prayers for Bobby,Ben 10: Alien Swarm",3 m,"August 31, 1986","Glen Ellyn, Illinois, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Grease 2,The Colbys,Empire Records,The Real Blonde",3 m,"November 23, 1959","Belper, Derbyshire, England, UK"
"Producer,Actress,Writer",no awards no nominations,"Roseanne,Poison Ivy,Riding in Cars with Boys,Sudie and Simpson",1.60 m,"January 29, 1975","Santa Monica, California, USA"
"Actor,Additional Crew,Producer",no awards no nominations,"Spy Kids 3: Game Over,The Polar Express,John Carter,Spy Kids",(1.77 m,"June 14, 1992","Torrance, California, USA"
"Actor,Director,Soundtrack",no awards no nominations,"City Slickers,When Harry Met Sally...,Good Morning, Vietnam,The Basketball Diaries",(1.69 m,"April 28, 1949","New York City, New York, USA"
"Actress,Producer,Executive",no awards no nominations,"Manhattan,Superman IV: The Quest for Peace,Creator,The Sex Monster",(1.86 m,"November 22, 1961","Mill Valley, California, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Paper Towns,Scary Stories to Tell in the Dark,Do Revenge,Gangster Squad",(1.74 m,"September 2, 1996","Sarasota, Florida, USA"
Actor,no awards no nominations,"Game of Thrones,Jumanji: The Next Level,Hot Fuzz,Slow West",1.98 m,"April 24, 1969","Glasgow, Scotland, UK"
"Actress,Soundtrack",no awards no nominations,"Se, Jie,Decision to Leave,हैकर (Malicious Hacker),Bei Jing yu shang Xi Ya Tu",(1.72 m,"October 7, 1979","Wenzhou, Zhejiang, China"
"Actor,Writer,Producer",no awards no nominations,"The Help,Jason Goes to Hell: The Final Friday,Will & Grace,Sordid Lives",(1.50 m,"April 29, 1955","Memphis, Tennessee, USA"
Actor,no awards no nominations,"The Tragedy of Macbeth,Violent Night,The Boys,Suburbicon",(1.50 m,"September 17, 1980","Southend-on-Sea, Essex, England, UK"
"Actress,Soundtrack",no awards no nominations,"Charlie and the Chocolate Factory,Ted Lasso,Bergerac,A Little Princess",(1.50 m,"August 26, 1950","Edgbaston, Birmingham, West Midlands, England, UK"
"Actor,Producer",no awards no nominations,"Never Back Down,Yours, Mine & Ours,Sleepover,Pearl Harbor",3 m,"March 25, 1982","Houston, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"American Horror Story,The Old Way,Firestarter,The Tomorrow War",2 m,"March 10, 2010","New York, USA"
Actress,no awards no nominations,"NCIS,Green Ghost and the Masters of the Stone,Operation Rogue,Age of the Dragons",1.68 m,"July 31, 1989","Fes, Morocco"
Actress,no awards no nominations,"Squid Game,The Governesses,Disclaimer,The Weeknd: Out of Time",(1.77 m,"June 23, 1994","Seoul, South Korea"
"Actor,Director,Writer",no awards no nominations,"Quantum Leap,Married to the Mob,Paris, Texas,Dune",1.70 m,"March 5, 1936","North Hollywood, Los Angeles, California, USA"
"Actor,Director,Writer",no awards no nominations,"Orange Is the New Black,The Stand,Manhunt,Split",1.91 m,"April 10, 1966","Columbus, Nebraska, USA"
"Actor,Producer,Writer",no awards no nominations,"How the Grinch Stole Christmas,Ghost World,Bones,What Women Want",1.70 m,"March 7, 1975","Boston, Massachusetts, USA"
Actress,no awards no nominations,"House of the Dragon,Wonder Woman,Get Even,Français",1.63 m,"April 30, 2003","London, England, UK"
"Director,Writer,Actor",no awards no nominations,"Broken Flowers,Only Lovers Left Alive,Paterson,Stranger Than Paradise",1.88 m,"January 22, 1953","Akron, Ohio, USA"
"Director,Producer,Writer",no awards no nominations,"Top Gun: Maverick,Only the Brave,Oblivion,Tron",1.93 m,"May 3, 1974","Marshalltown, Iowa, USA"
"Actor,Producer",no awards no nominations,"Fantastic Four,4: Rise of the Silver Surfer,Nip/Tuck,Charmed",1.88 m,"July 27, 1968","Sydney, New South Wales, Australia"
"Director,Writer,Producer",no awards no nominations,"Evita,Mississippi Burning,Midnight Express,The Commitments",1.88 m,"February 14, 1944","Islington, London, England, UK"
"Actor,Producer,Additional Crew",no awards no nominations,"A Simple Favor,The Prom,The Intern,Bachelorette",1.88 m,"August 23, 1978","Omaha, Nebraska, USA"
"Actress,Director,Producer",no awards no nominations,"Lost in Space,Lie Exposed,Snowpiercer,Gaykeith",(1.71 m,"May 6, 1965","Halifax, Nova Scotia, Canada"
"Actress,Producer",no awards no nominations,"Project Blue Book,Loudermilk,Watchmen,The Man in the High Castle",1.75 m,April 18,"British Columbia, Canada"
"Actress,Producer,Writer",no awards no nominations,"Saturday Night Live,Schmigadoon!,The Boss,Ghostbusters",1.73 m,"February 8, 1984","Springfield, Illinois, USA"
"Actor,Director,Producer",no awards no nominations,"Star Trek IV: The Voyage Home,Star Trek VI: The Undiscovered Country,Star Trek,Star Trek III: The Search for Spock", (1.82 m,"March 26, 1931","Boston, Massachusetts, USA"
"Actor,Director,Writer",no awards no nominations,"War & Peace,Green Room,Tramps,Queen & Country",(1.87 m,"March 26, 1931","Boston, Massachusetts, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"The Shape of Water,The Visitor,Step Brothers,Burn After Reading",1.85 m,"May 4, 1947","DeKalb, Illinois, USA"
"Actress,Director",no awards no nominations,"Mid90s,Waves,Euphoria,Ray Donovan",1.85 m,"December 11, 1990","Los Angeles, California, USA"
Actress,no awards no nominations,"Piggy,Cerdita,Unknown Origins,The Man Who Killed Don Quixote",1.85 m,1986,"Guadalajara, Castilla La Mancha, Spain"
Actor,no awards no nominations,"Legend,Belfast,Merlin,Testament of Youth", (1.81 m,"January 1, 1986","Armagh, Northern Ireland, UK"
Actor,no awards no nominations,"Kids,Bully,Bubble Boy,Serendipity", (1.79 m,"August 10, 1978","Orange, New Jersey, USA"
"Actor,Producer,Director",no awards no nominations,"Kill Bill: Vol. 2,Bound for Glory,Death Race 2000,Big Stan", (1.82 m,"December 8, 1936","Hollywood, Los Angeles, California, USA"
"Actor,Writer,Director",no awards no nominations,"August: Osage County,Black Hawk Down,The Right Stuff,Mud",1.88 m,"November 5, 1943","Fort Sheridan, Illinois, USA"
"Actress,Writer,Producer",no awards no nominations,"Winnie the Pooh: Blood and Honey,Heropanti 2,The Seven,New Born",1.88 m,"October 25, 2000","York, Yorkshire, England, UK"
"Actor,Director",no awards no nominations,"Gremlins,Surviving,Waxwork,Madness in the Method",(1.78 m,"February 14, 1964","New York City, New York, USA"
"Director,Producer,Writer",no awards no nominations,"The Hurt Locker,Zero Dark Thirty,Near Dark,Strange Days", (1.82 m,"November 27, 1951","San Carlos, California, USA"
"Actor,Producer,Director",no awards no nominations,"Lethal Weapon,LethalWeapon 4,2012,Lethal Weapon 3",(1.92 m,"July 22, 1946","San Francisco, California, USA"
"Actor,Director,Producer",no awards no nominations,"The Other Boleyn Girl,The Walking Dead,Welcome to the Punch,Blitz",1.91 m,"June 21, 1964","Everton, Liverpool, England, UK"
Actress,no awards no nominations,"Dazed and Confused,Coneheads,Major League II,LOL",1.65 m,"November 30, 1970","Defiance, Ohio, USA"
Actress,no awards no nominations,"The Devil's Advocate,Flags of Our Fathers,Women Talking,A Life Less Ordinary",1.65 m,"September 4, 1951","El Paso, Texas, USA"
"Actress,Soundtrack",no awards no nominations,"The Lincoln Lawyer,Jericho,My Wife and Kids,The Quad",1.57 m,"February 11, 1988","Stockton, California, USA"
Actress,no awards no nominations,"V for Vendetta,Eastern Promises,Stealing Beauty,Wrath of the Titans",1.65 m,"February 18, 1948","Dalkey, Ireland"
"Actress,Producer",no awards no nominations,"The Americans,Escape from Tomorrow,The Walking Dead: World Beyond,The X-Files: Re-Opened",1.70 m,November 5,"Kabul, Afghanistan"
"Actor,Sound Department,Additional Crew",no awards no nominations,"Frankenweenie,The Unborn,The Lion Guard,Hancock",1.40 m,"June 19, 1998","Santa Clarita, California, USA"
"Actress,Soundtrack",no awards no nominations,"The Golden Girls,Maude,Mame,The Star Wars Holiday Special",(1.77 m,"May 13, 1922","Brooklyn, New York City, New York, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Cube,Star Trek: Deep Space Nine,The Dead Zone,Prom Night IV: Deliver Us from Evil",(1.64 m,"December 20, 1970","Toronto, Ontario, Canada"
"Actress,Director,Writer",no awards no nominations,"Chronicle,True Detective,The Arrangement,True Blood",(1.64 m,"December 11, 1988","Santa Clara County, California, USA"
"Actor,Writer,Producer",no awards no nominations,"The Walking Dead,Teen Titans Go!,The Last Push",(1.78 m,"May 16, 1972","Augusta, Georgia, USA"
"Actor,Soundtrack",no awards no nominations,"Modern Family,The to Do List,Friends with Benefits,Yes", (1.79 m,"October 28, 1998","New York City, New York, USA"
"Actor,Producer,Director",no awards no nominations,"Inside Amy Schumer,The Irishman,Snatched,Turtleface",,,
"Actor,Writer,Producer",no awards no nominations,"Mayor of Kingstown,Yellowstone,Flashpoint,Durham County",(1.80 m,"May 31, 1963","Kingston, Ontario, Canada"
"Actor,Producer,Director",no awards no nominations,"Murder on the Orient Express,Erin Brockovich,Big Fish,Scrooge",1.75 m,"May 9, 1936","Salford, Lancashire, England, UK"
"Music Artist,Actress,Composer",no awards no nominations,"Dreamgirls,Obsessed,Austin Powers in Goldmember,The Lion King",1.70 m,"September 4, 1981","Houston, Texas, USA"
"Director,Actor,Writer",no awards no nominations,"Scrooged,God Bless America,Shakes the Clown,Hercules",(1.69 m,"May 26, 1962","Syracuse, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"Furious 6,Hall of Mirrors", (1.81 m,"November 10, 1987","Epsom, Surrey, England, UK"
"Actor,Director,Writer",no awards no nominations,"The End of the F***Ing World,Black Mirror,Andor,The Imitation Game",1.73 m,"May 4, 1995","Petersfield, Hampshire, England, UK"
"Actress,Producer,Writer",no awards no nominations,"Summerland,Full House,When Calls the Heart,Old Dogs",1.65 m,"July 28, 1964","New York City, New York, USA"
Actress,no awards no nominations,"The Silence of the Lambs,Bad Company,Labor Day,Fair Game",(1.76 m,May 22,"New York City, New York, USA"
"Actor,Writer",no awards no nominations,"The Last of Us: Part II,The OA,Daughter,Star Trek: Discovery",(1.54 m,"April 20, 2001","Salt Lake City, Utah, USA"
"Actress,Producer",no awards no nominations,"Condor,Yellowstone,Mind Games,NCIS",(1.66 m,"April 20, 2001","Salt Lake City, Utah, USA"
"Actor,Soundtrack",no awards no nominations,"Devs,Fight Club,Ray Donovan,Deadwood",1.75 m,February 12,"Englewood, New Jersey, USA"
"Actress,Writer,Producer",no awards no nominations,"Sugar Daddy,A League of Their Own,George & Tammy,Letterkenny",1.65 m,January 13,"Vancouver, British Columbia, Canada"
"Actress,Producer,Writer",no awards no nominations,"She's Out of My League,Bridesmaids,Wanderlust,Life as We Know It",1.70 m,"September 21, 1976","Westfield, New Jersey, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"CSI: Crime Scene Investigation,Memento,ER,The Map of Tiny Perfect Things",1.75 m,"July 7, 1968","New York City, New York, USA"
Actress,no awards no nominations,"The Catch,Stay Close,Chloe,Sherwood",1.75 m,"September 14, 1996","Stockholm, Sweden"
"Actor,Writer,Producer",no awards no nominations,"Bo Burnham: Inside,Eighth Year,Promising Young Woman,The Big Sick",(1.99 m,"August 21, 1990","Hamilton, Massachusetts, USA"
"Actor,Director",no awards no nominations,"In Time,As the World Turns,The Brady Bunch Movie,Chicago P.D.",3 m,"April 23, 1984","Ossining, New York, USA"
"Actor,Producer,Writer",no awards no nominations,"30 Rock,Wreck-It Ralph,Forgetting Sarah Marshall,Talladega Nights: The Ballad of Ricky Bobby", (1.79 m,"May 27, 1973","Macon, Georgia, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Brady Bunch,The Brady Bunch Variety Hour,Teen Angel,Aileron",1.60 m,"August 5, 1956","Encino, Los Angeles, California, USA"
"Actor,Director,Soundtrack",no awards no nominations,"Star Trek: Deep Space Nine,Tyuhvhj,Boston Legal,The Patriot",3 m,"June 1, 1940","New York City, New York, USA"
Actress,no awards no nominations,"King Arthur: Legend of the Sword,I Origins,Pirates of the Caribbean: On Stranger Tides,Way Down",(1.71 m,"May 26, 1986","Barcelona, Barcelona, Catalonia, Spain"
"Actress,Producer,Additional Crew",no awards no nominations,"Insidious,Dead End,There's Something About Mary,Insidious: Chapter 3",1.60 m,"October 12, 1943","Detroit, Michigan, USA"
"Actress,Soundtrack",no awards no nominations,"M*A*S*H,The Best Christmas Pageant Ever,Whoops Apocalypse,S.O.B.",1.68 m,"November 4, 1937","Passaic, New Jersey, USA"
"Actress,Producer",no awards no nominations,"The Rage: Carrie 2,Taken,Blue Jasmine,Happy Campers",1.65 m,"April 25, 1975","Milton Keynes, Buckinghamshire, England, UK"
"Actor,Producer",no awards no nominations,"Bad Blood,Sons of Anarchy,Goon,Godless", (1.82 m,"February 21, 1958","Saskatoon, Saskatchewan, Canada"
"Actor,Producer,Soundtrack",no awards no nominations,"It Happened One Night,Gone with the Wind,Mutiny on the Bounty,Red Dust",1.85 m,"February 1, 1901","Cadiz, Ohio, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"The Journey of Natty Gann,Dream a Little Dream,A Night in the Life of Jimmy Reardon,Lake Placid",1.60 m,"March 14, 1970","Malibu, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Harriet,Bad Times at the El Royale,Widows,Chaos Walking",(1.54 m,"January 8, 1987","Stockwell, London, England, UK"
Actor,no awards no nominations,"The Goonies,The Ice Pirates,North Dallas Forty,One Crazy Summer",2.01 m,"October 25, 1950","Oak Creek, Wisconsin, USA"
"Actress,Producer",no awards no nominations,"Air Force One,The Covenant,The 6th Day,Room",1.70 m,"May 9, 1956","Hamilton, Ontario, Canada"
"Actress,Soundtrack",no awards no nominations,"The Village,Signs,The Perfect Storm,Ocean's Twelve",1.70 m,"November 21, 1956","Paris, Tennessee, USA"
Actress,no awards no nominations,"Yellowstone,Nashville,Dolly Parton's Heartstrings,The Originals",1.70 m,"November 21, 1956","Paris, Tennessee, USA"
"Actress,Producer,Writer",no awards no nominations,"Love & Other Drugs,The House Bunny,Jack of All Trades,Gunfighter's Moon",1.65 m,"September 9, 1979","Waycross, Georgia, USA"
"Actress,Soundtrack",no awards no nominations,"Allied,Les Misérables,The Theory of Everything,The Nun",1.60 m,"September 9, 1979","Waycross, Georgia, USA"
"Actress,Producer,Additional Crew",no awards no nominations,"All the President's Men,Family Ties,A Woman Scorned: The Betty Broderick Story,Family",1.70 m,"June 21, 1947","South Pasadena, California, USA"
"Actor,Additional Crew",no awards no nominations,"East of Eden,Rebel Without a Cause,Giant,Kraft Television Theatre",(1.71 m,"February 8, 1931","Marion, Indiana, USA"
Actress,no awards no nominations,"Jason and the Argonauts,The Silencers,Frankie and Johnny,Marooned",(1.74 m,"March 11, 1935","Flint, Michigan, USA"
"Actor,Producer",no awards no nominations,"American Pie,American Pie 2,Loser,American Reunion",1.75 m,"May 12, 1978","Pompton Plains, New Jersey, USA"
"Actress,Producer,Director",no awards no nominations,"The Living Daylights,Dorian Gray,Everything I Ever Wanted to Tell My Daughter About Men,Helen of Troy",(1.69 m,"December 27, 1960","London, England, UK"
"Actor,Producer,Director",no awards no nominations,"Battlestar Galactica,Selena,Stand and Deliver,Blade Runner",1.75 m,"February 24, 1947","Los Angeles, California, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"Ghosts of Girlfriends Past,Prison Break,Cake,Scorpion",(1.62 m,"June 28, 1976","Santa Clara County, California, USA"
"Actress,Producer,Director",no awards no nominations,"The Kid,Christmas with the Kranks,General Hospital,The Ant Bully",1.63 m,"January 14, 1954","North Trenton, New Jersey, USA"
"Actor,Producer,Additional Crew",no awards no nominations,"Black Christmas,Walk of Shame,Executive Decision,Going Greek",1.85 m,"September 7, 1976","Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"The Cannonball Run,Failure to Launch,Robots,Smokey and the Bandit II",1.85 m,"September 2, 1948","Shreveport, Louisiana, USA"
"Actress,Director,Producer",no awards no nominations,"Welcome to the Dollhouse,Hostel: Part II,54,The Princess Diaries",1.63 m,"November 10, 1982","Long Island, New York, USA"
"Actress,Writer,Producer",no awards no nominations,"Central Intelligence,Born Again Virgin,The Flash,X-Men",1.55 m,November 24,"Ashtabula, Ohio, USA"
Actress,no awards no nominations,"The Flight Attendant,Harley Quinn,The Voice",1.68 m,November 29,"Ventura, California, USA"
"Actor,Producer,Stunts",no awards no nominations,"Backdraft,Sliver,Fair Game,The Squid and the Whale",1.88 m,"February 21, 1963","Massapequa, Long Island, New York, USA"
"Actor,Additional Crew,Sound Department",no awards no nominations,"American Dad!,Phineas and Ferb,Space Jam,The SpongeBob SquarePants Movie",1.73 m,"August 31, 1962","Bloomington, Indiana, USA"
Actress,no awards no nominations,"The Beauty Queen of Jerusalem,Kissufim,How to Be a Carioca,Kacha Ze",1.73 m,"August 31, 1962","Bloomington, Indiana, USA"
"Actor,Writer,Additional Crew",no awards no nominations,"Evolution,The Time Machine,Drumline,The Replacements",3 m,"April 10, 1968","Mobile, Alabama, USA"
"Actor,Producer,Writer",no awards no nominations,"Meet Dave,Sully,Glee,Deep Impact",(1.78 m,"October 31, 1966","Boston, Massachusetts, USA"
Actor,no awards no nominations,"Andor,The Capture,Red Joan,The Crown",(1.80 m,1967,"Wimbledon, London, England, UK"
"Actor,Soundtrack",no awards no nominations,"The Full Monty,A Knight's Tale,Game of Thrones,Robin Hood", (1.82 m,"January 14, 1964","York, England, UK"
"Actress,Writer",no awards no nominations,"The Golden Compass,Skins,Endeavour",(1.67 m,"April 11, 1994","South Kensington, London, England, UK"
"Actor,Producer,Writer",no awards no nominations,"Buffy the Vampire Slayer,Coherence,Psycho Beach Party,The Morningside Monster",(1.80 m,"April 12, 1971","Los Angeles, California, USA"
"Actress,Producer,Writer",no awards no nominations,"Bad Boys for Life,The Son,The Purge,La Reina Del Sur",1.68 m,"April 8, 1978","Tijuana, Baja California, Mexico"
"Actress,Writer,Producer",no awards no nominations,"American Crime,The Conjuring,I Shot Andy Warhol",1.57 m,"February 20, 1967","Glencoe, Illinois, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"10 Cloverfield Lane,Short Term 12,Hush,Underwater",1.73 m,"June 17, 1984","Wilmington, Delaware, USA"
"Actress,Producer,Writer",no awards no nominations,"Invasion of the Body Snatchers,The Dead Zone,Days of Heaven,The Unborn",1.65 m,"February 8, 1949","New York City, New York, USA"
Actress,no awards no nominations,"Anna,Valerian and the City of a Thousand Planets,Latency,Sheroes", (1.79 m,"June 6, 1992","Magadan, Russia"
"Actress,Soundtrack",no awards no nominations,"The Bold and the Beautiful,Fantasy Island,Stuck with You,The Wrong Wedding Planner", (1.79 m,"June 6, 1992","Magadan, Russia"
"Producer,Writer,Actor",no awards no nominations,"Seinfeld,Bee Movie,Comedians in Cars Getting Coffee,Jerry Seinfeld: 23 Hours to Kill",(1.80 m,"April 29, 1954","Brooklyn, New York City, New York, USA"
"Actor,Director,Writer",no awards no nominations,"Citizen Kane,Touch of Evil,The Lady from Shanghai,Le procès",3 m,"May 6, 1915","Kenosha, Wisconsin, USA"
"Actress,Producer,Soundtrack",no awards no nominations,"A Cinderella Story,Christmas with the Kranks,Eli Stone,Dodgeball",1.73 m,"September 9, 1981","Buenos Aires, Argentina"
"Actor,Producer,Director",no awards no nominations,"Six Feet Under,Sports Night,The Truman Show,Beastly",1.85 m,"August 12, 1965","Alexandria, Minnesota, USA"
"Actor,Writer,Producer",no awards no nominations,"Bio-Dome,California Man,Pauly Shore Is Dead,Son in Law",(1.71 m,"February 1, 1968","Hollywood, Los Angeles, California, USA"
"Actor,Producer,Director",no awards no nominations,"Spartacus: Blood and Sand,Arrow,The Hobbit: The Battle of the Five Armies,Muru",(1.80 m,"October 10, 1969","Rotorua, New Zealand"
"Actress,Soundtrack",no awards no nominations,"Upload,Pitch Perfect 3,Chicago Fire",(1.62 m,"January 13, 1989","Bamenda, Cameroon"
"Actress,Soundtrack",no awards no nominations,"Green Wing,The Office,Outlaw,Napoleon and Josephine: A Love Story",,,
"Actor,Soundtrack",no awards no nominations,"In Time,The Sorcerer's Apprentice,Adopt a Sailor,The Midnight Sky",3 m,"March 2, 1986","Los Angeles, California, USA"
"Actor,Writer,Producer",no awards no nominations,"Gosford Park,V for Vendetta,Wilde,The Hitchhiker's Guide to the Galaxy",(1.95 m,"August 24, 1957","Hampstead, London, England, UK"
"Actress,Producer,Additional Crew",no awards no nominations,"Trick 'r Treat,Madea's Family Reunion,White Chicks,Left 4 Dead 2",1.68 m,May 17,"New York City, New York, USA"
"Actor,Writer,Producer",no awards no nominations,"Mad About You,Alien 2,Whiplash,Beverly Hills Cop",(1.78 m,"March 30, 1956","New York City, New York, USA"
"Actress,Additional Crew,Soundtrack",no awards no nominations,"Keith,Chaos Theory,Ten Inch Hero,Adventures in Wonderland",(1.64 m,"May 26, 1979","Detroit, Michigan, USA"
"Actor,Producer,Soundtrack",no awards no nominations,"Star Wars: Episode III - Revenge of the Sith,NYPD Blue,Rogue One,In the Heights",1.91 m,"July 9, 1955","Brooklyn, New York City, New York, USA"
Actress,no awards no nominations,"The Help,Fruitvale Station,Forgetting Sarah Marshall,Jobs",1.65 m,"September 21, 1984","Palo Alto, California, USA"
"Actress,Producer",no awards no nominations,"Necessary Roughness,Homicide: Life on the Street,Prison Break,Rescue Me",1.60 m,"November 20, 1969","Boston, Massachusetts, USA"
"Actor,Producer,Director",no awards no nominations,"A Walk to Remember,The Perfect Host,A Love Song for Bobby Long,Lethal Weapon",3 m,"April 20, 1978","Clay, Alabama, USA"
"Actor,Director,Writer",no awards no nominations,"Dalkomhan Insaeng,Joint Security Area,Ang-ma-reul Bo-at-da,Joheunnom nabbeunnom isanghannom",(1.78 m,"July 12, 1970","Seoul, South Korea"
Actress,no awards no nominations,"The Pink Panther,Curse of the Pink Panther,Song Without End,Trail of the Pink Panther",1.70 m,"January 6, 1928","Saint-Raphaël, Var, France"
"Actor,Soundtrack",no awards no nominations,"King Arthur,The Fall,Gangs of New York,Hornblower: The Frogs and the Lobsters",1.85 m,"March 1, 1964","Brampton, Carlisle, Cumbria, England, UK"
"Actor,Soundtrack",no awards no nominations,"Les Misérables,Premium Rush,Girl Walks Into a Bar,Grease Live!",3 m,"October 21, 1983","Middletown, New York, USA"
"Actor,Producer",no awards no nominations,"Aquaman,The Get Down",1.91 m,"July 15, 1986","New Orleans, Louisiana, USA"
"Actor,Writer,Soundtrack",no awards no nominations,"The Postman,Nashville,Swing Vote,Thirteen Days",1.85 m,"September 9, 1965","Pittsburgh, Pennsylvania, USA"
"Actor,Soundtrack",no awards no nominations,"One for the Money,Gone,The Dark Knight Rises,The Devil Wears Prada",1.85 m,"December 30, 1971","Evanston, Illinois, USA"
"Actor,Producer,Director",no awards no nominations,"Malcolm in the Middle,Cutthroat Island,Scary Movie 2,My Best Friend's Wedding",(1.76 m,"January 22, 1980","Long Island, New York, USA"
"Actress,Director,Producer",no awards no nominations,"Lie to Me,The Practice,The Fosters,Ties That Bind",1.65 m,"June 8, 1970","Los Angeles, California, USA"
"Actress,Soundtrack",no awards no nominations,"Raging Bull,Soapdish,The Bounty Hunter,Analyze That",1.75 m,"November 29, 1960","The Bronx, New York, USA"
"Actor,Composer,Soundtrack",no awards no nominations,"Blonde,Versailles,Awkward.,Grey Gardens",(1.78 m,"March 11, 1985","Alberta, Canada"
"Actress,Music Department,Producer",no awards no nominations,"Hubie Halloween,Black Lightning,Descendants 2,Daddy's Little Girls",1.63 m,"August 25, 1998","Decatur, Georgia, USA"
"Actress,Music Department,Additional Crew",no awards no nominations,"Austin Powers: The Spy Who Shagged Me,Austin Powers in Goldmember,Drop Dead Gorgeous,Austin Powers: International Man of Mystery",(1.59 m,"July 11, 1953","Paterson, New Jersey, USA"
"Actor,Producer,Writer",no awards no nominations,"The Hangover,Crazy Rich Asians,The Hangover Part II,Transformers: Dark of the Moon",1.65 m,"July 13, 1969","Detroit, Michigan, USA"
"Actress,Producer",no awards no nominations,"NYPD Blue,All My Children,10.5: Apocalypse,Army Wives",1.70 m,"November 29, 1958","Philadelphia, Pennsylvania, USA"
Actress,no awards no nominations,"Alien 2,Near Dark,Terminator 2: Judgment Day,Star Trek: Generations",1.57 m,"February 4, 1960","Los Angeles, California, USA"
"Actor,Writer,Director",no awards no nominations,"Ghosts,What We Do in the Shadows,Orange Is the New Black,The Tick",(1.80 m,April 25,"Jacksonville, Florida, USA"
Actor,no awards no nominations,"Mr Selfridge,Class,Hunters,Gods of Their Own Religion",,,
"Actor,Soundtrack",no awards no nominations,"Glee,A Warrior's Heart,The Hole,Private",3 m,"February 17, 1989","Nashville, Tennessee, USA"
"Actress,Writer,Producer",no awards no nominations,"Mayor of Kingstown,The Flash,Siren,The Detour",3 m,"February 17, 1989","Nashville, Tennessee, USA"
"Actor,Writer,Producer",no awards no nominations,"American Horror Story,Unbroken,The Big Short,My All-American",1.75 m,"October 28, 1984","Lenox, Massachusetts, USA"
"Actress,Director,Writer",no awards no nominations,"Grease,Child's Play,Empty Nest,Ordinary People",1.63 m,"January 25, 1956","New York City, New York, USA"
"Actor,Director,Soundtrack",no awards no nominations,"Beauty and the Beast,Friends,One on One,The Ed Sullivan Show",(1.78 m,"January 21, 1956","Dallas, Texas, USA"
"Actress,Writer",no awards no nominations,"The Walking Dead,Lethal Weapon,Wu-Tang: An American Saga,SMILF",(1.78 m,"January 21, 1956","Dallas, Texas, USA"
Actress,no awards no nominations,"The Sandman,Paranormal,Carlos,Une histoire de fou",,,
"Actor,Soundtrack",no awards no nominations,"The Crying Game,Stargate,The Borghilde Project,Jiggery Pokery",1.60 m,"March 21, 1968","Riverside, California, USA"
"Actor,Director,Producer",no awards no nominations,"Happiness,Revolutionary Road,Trick 'r Treat,Selma",1.85 m,"October 7, 1959","Syracuse, New York, USA"
"Actor,Writer,Director",no awards no nominations,"Succession,The Americans,Living with Yourself,American Rust",1.85 m,"October 7, 1959","Syracuse, New York, USA"
