id_,names,worked_as,famous_movies,height,dob,birthplace,place  ,subcity,city   ,county ,state  ,country
nm5557379,Chloe East,Actress,"The Fabelmans,The Wolf of Snow Hollow,Generation,Kevin (Probably) Saves the World",1.65,"February 16, 2001","San Clemente, California, USA",Not Available,Not Available,San Clemente,Not Available,California,USA
nm0005351,Ryan Reynolds,"Actor,Producer,Writer","Deadpool 2,Deadpool,Buried,The Proposal",1.88,"October 23, 1976","Vancouver, British Columbia, Canada",Not Available,Not Available,Vancouver,Not Available,British Columbia,Canada
nm0000224,Alicia Silverstone,"Actress,Producer,Soundtrack","Clueless,Batman & Robin,Blast from the Past,Excess Baggage",1.65,"October 4, 1976","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm3154303,Timothée Chalamet,"Actor,Producer,Soundtrack","Call Me by Your Name,Lady Bird,Beautiful Boy,Little Women",1.78,"December 27, 1995","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0000706,Michelle Yeoh,"Actress,Producer,Writer","Everything Everywhere All at Once,Wo Hu Cang Long,Crazy Rich Asians,Tomorrow Never Dies",1.63,"August 6, 1962","Ipoh, Malaysia",Not Available,Not Available,Not available,Not Available,Ipoh,Malaysia
nm6096118,Sophia Lillis,Actress,"It,Gretel & Hansel,It Chapter Two,Uncle Frank",2.0,"February 13, 2002","Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm4726634,Haley Lu Richardson,"Actress,Producer","Five Feet Apart,Columbus,Unpregnant,The White Lotus",1.57,"March 7, 1995","Phoenix, Arizona, USA",Not Available,Not Available,Phoenix,Not Available,Arizona,USA
nm2605345,Gemma Arterton,"Actress,Producer,Soundtrack","Prince of Persia: The Sands of Time,Byzantium,The Girl with All the Gifts,Clash of the Titans",1.7,"February 2, 1986","Gravesend, Kent, England, UK",Gravesend,Not Available,Kent,Not Available,England,UK
nm1023018,Kelly Carlson,Actress,"The Marine,Nip/Tuck,Made of Honor,3000 Miles to Graceland",1.65,"February 17, 1976","Minneapolis, Minnesota, USA",Not Available,Not Available,Minneapolis,Not Available,Minnesota,USA
nm1982597,Rihanna,"Music Artist,Actress,Composer","Battleship,Home,Valerian and the City of a Thousand Planets,This Is the End",1.73,"February 20, 1988","Bridgetown, St. Michael, Barbados",Not Available,Not Available,Bridgetown,Not Available,St. Michael,Barbados
nm5172636,Keleigh Sperry,Actress,"Taylor Swift Feat. Chris Stapleton: I Bet You Think About Me (Taylor's Version),Dance,Access Hollywood,E! Live from the Red Carpet",1.7,"October 16, 1992","Orange County, California, USA",Not Available,Not Available,Orange County,Not Available,California,USA
nm1706767,Jonah Hill,"Actor,Producer,Writer","21 Jump Street,22 Jump Street,The Wolf of Wall Street,Moneyball",1.7,"December 20, 1983","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm0004802,Linda Cardellini,"Actress,Producer,Soundtrack","Scooby-Doo,Brokeback Mountain,Avengers: Age of Ultron,The Curse of the Weeping Woman",1.6,"June 25, 1975","Redwood City, California, USA",Not Available,Not Available,Redwood City,Not Available,California,USA
nm6526717,Adam Basil,"Stunts,Actor,Director","The Last of Us,Venom: Let There Be Carnage,No Time to Die,Django",1.93,"June 25, 1975","Redwood City, California, USA",Not Available,Not Available,Redwood City,Not Available,California,USA
nm2225369,Jennifer Lawrence,"Actress,Producer,Writer","The Hunger Games,Silver Linings Playbook,American Hustle,X: First Class",1.75,"August 15, 1990","Louisville, Kentucky, USA",Not Available,Not Available,Louisville,Not Available,Kentucky,USA
nm0430107,Michael B. Jordan,"Actor,Producer,Director","Black Panther,Creed,Fruitvale Station,Creed II",3.0,"February 9, 1987","Santa Ana, California, USA",Not Available,Not Available,Santa Ana,Not Available,California,USA
nm0177896,Bradley Cooper,"Actor,Producer,Director","A Star Is Born,Silver Linings Playbook,American Sniper,American Hustle",1.85,"January 5, 1975","Philadelphia, Pennsylvania, USA",Not Available,Not Available,Philadelphia,Not Available,Pennsylvania,USA
nm0424060,Scarlett Johansson,"Actress,Producer,Director","Lost in Translation,Her,The Avengers,Under the Skin",1.6,"November 22, 1984","Manhattan, New York City, New York, USA",Manhattan,Not Available,New York City,Not Available,New York,USA
nm0005109,Mila Kunis,"Actress,Producer,Make-Up Department","Black Swan,Jupiter Ascending,Bad Moms,Forgetting Sarah Marshall",1.63,"August 14, 1983","Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine]",Chernovtsy,Not Available,Ukrainian SSR,Not Available,USSR [now Chernivtsi,Ukraine]
nm0914612,Emma Watson,"Actress,Director,Producer","The Perks of Being a Wallflower,Harry Potter and the Philosopher's Stone,The Bling Ring,Beauty and the Beast",1.65,"April 15, 1990","Paris, France",Not Available,Not Available,Not available,Not Available,Paris,France
nm1854269,Diane Morgan,"Actress,Writer,Director","Mandy,Me Before You,Alan Partridge: Alpha Papa,Death to 2020",1.7,"October 5, 1975","Bolton, Greater Manchester, England, UK",Bolton,Not Available,Greater Manchester,Not Available,England,UK
nm0000126,Kevin Costner,"Actor,Producer,Director","The Postman,Dances with Wolves,Robin Hood: Prince of Thieves,The Bodyguard",1.85,"January 18, 1955","Lynwood, California, USA",Not Available,Not Available,Lynwood,Not Available,California,USA
nm1790970,Jessica Williams,"Actress,Writer,Producer","Shrinking,Love Life,2 Dope Queens,Booksmart",3.0,"July 31, 1989","California, USA",Not Available,Not Available,Not available,Not Available,California,USA
nm0005458,Jason Statham,"Actor,Producer,Stunts","Crank,Fast & Furious 7,Spy,The Meg",1.78,"July 26, 1967","Shirebrook, Derbyshire, England, UK",Shirebrook,Not Available,Derbyshire,Not Available,England,UK
nm0000949,Cate Blanchett,"Actress,Producer,Writer","Carol,Blue Jasmine,The Aviator,Elizabeth",1.74,"May 14, 1969","Melbourne, Victoria, Australia",Not Available,Not Available,Melbourne,Not Available,Victoria,Australia
nm4926180,Alba Baptista,"Actress,Director,Producer","Warrior Nun,Mrs.Harris Goes to Paris,Patrick,L'enfant",1.59,"July 10, 1997","Lisbon, Portugal",Not Available,Not Available,Not available,Not Available,Lisbon,Portugal
nm0000354,Matt Damon,"Producer,Actor,Writer","Good Will Hunting,The Martian,The Departed,The Talented Mr. Ripley",1.78,"October 8, 1970","Boston, Massachusetts, USA",Not Available,Not Available,Boston,Not Available,Massachusetts,USA
nm1788146,Julia Ling,"Actress,Producer,Writer","Tactical Girl,Bonds of Brotherhood,Chuck: Meet the Nerd Herders,Chuck",1.55,"February 14, 1983","Southern California, USA",Not Available,Not Available,Not available,Not Available,Southern California,USA
nm1631269,Chloë Grace Moretz,"Actress,Producer,Soundtrack","Kick-Ass,Let Me In,Carrie,If I Stay",1.63,"February 10, 1997","Atlanta, Georgia, USA",Not Available,Not Available,Atlanta,Not Available,Georgia,USA
nm1083271,Megan Fox,"Actress,Producer,Writer","Transformers,Teenage Mutant Ninja Turtles,Jennifer's Body,Teenage Mutant Ninja Turtles: Out of the Shadows",1.63,"May 16, 1986","Oak Ridge, Tennessee, USA",Not Available,Not Available,Oak Ridge,Not Available,Tennessee,USA
nm0942247,Bonnie Wright,"Actress,Director,Writer","Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Half-Blood Prince,Harry Potter and the Goblet of Fire,Harry Potter and the Order of the Phoenix",1.68,"February 17, 1991","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm4834815,Monica Barbaro,Actress,"Top Gun: Maverick,The Good Cop,Splitting Up Together,UnREAL",1.7,"June 17, 1989","San Francisco, California, USA",Not Available,Not Available,San Francisco,Not Available,California,USA
nm4422686,Barry Keoghan,Actor,"The Killing of a Sacred Deer,The Banshees of Inisherin,The Green Knight,Dunkirk",1.7,"October 18, 1992","Dublin, Ireland",Not Available,Not Available,Not available,Not Available,Dublin,Ireland
nm0001549,Rita Moreno,"Actress,Producer,Soundtrack","West Side Story,West Side Story,Anna and the King of Siam,Oz",1.59,"December 11, 1931","Humacao, Puerto Rico",Not Available,Not Available,Not available,Not Available,Humacao,Puerto Rico
nm0000226,Will Smith,"Producer,Actor,Writer","The Fresh Prince of Bel-Air,Men in Black,I Am Legend,Independence Day",1.87,"September 25, 1968","Philadelphia, Pennsylvania, USA",Not Available,Not Available,Philadelphia,Not Available,Pennsylvania,USA
nm0484178,Sarah Lancaster,"Actress,Director,Writer","Chuck,The Judge,Everwood,The Stray",1.74,"February 12, 1980","Overland Park, Kansas, USA",Not Available,Not Available,Overland Park,Not Available,Kansas,USA
nm1017334,Juno Temple,"Actress,Soundtrack","Atonement,Mr. Nobody,Killer Joe,Horns",1.57,"July 21, 1989","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm0000190,Matthew McConaughey,"Actor,Producer,Director","Dallas Buyers Club,Magic Mike,Killer Joe,Mud",1.82,"November 4, 1969","Uvalde, Texas, USA",Not Available,Not Available,Uvalde,Not Available,Texas,USA
nm2142336,Riley Keough,"Actress,Producer,Director","Mad Max: Fury Road,American Honey,It Comes at Night,Logan Lucky",1.7,"May 29, 1989","Santa Monica, California, USA",Not Available,Not Available,Santa Monica,Not Available,California,USA
nm1289434,Emily Blunt,"Actress,Producer,Additional Crew","Edge of Tomorrow,The Devil Wears Prada,The Adjustment Bureau,Salmon Fishing in the Yemen",1.7,"February 23, 1983","Roehampton, London, England, UK",Roehampton,Not Available,London,Not Available,England,UK
nm0000097,Pamela Anderson,"Actress,Producer,Director","Barb Wire,Scary Movie 3,Superhero Movie,Blonde and Blonder",1.65,"July 1, 1967","Ladysmith, British Columbia, Canada",Not Available,Not Available,Ladysmith,Not Available,British Columbia,Canada
nm3239803,Kaitlyn Dever,"Actress,Producer,Director","Booksmart,Unbelievable,Short Term 12,Justified",1.6,"December 21, 1996","Phoenix, Arizona, USA",Not Available,Not Available,Phoenix,Not Available,Arizona,USA
nm1965525,Anna Hopkins,"Actress,Director,Writer","The Expanse,Barney's Version,Tin Can,Bad Blood",1.68,"February 12, 1987","Montreal, Quebec, Canada",Not Available,Not Available,Montreal,Not Available,Quebec,Canada
nm0362766,Tom Hardy,"Actor,Producer,Writer","Inception,The Dark Knight Rises,Locke,Mad Max: Fury Road",1.75,"September 15, 1977","Hammersmith, London, England, UK",Hammersmith,Not Available,London,Not Available,England,UK
nm0503567,Logan Lerman,"Actor,Producer","The Perks of Being a Wallflower,Fury,Hunters,Indignation",1.71,"January 19, 1992","Beverly Hills, California, USA",Not Available,Not Available,Beverly Hills,Not Available,California,USA
nm1775091,Danai Gurira,"Actress,Producer,Writer","Black Panther,Avengers: Infinity War,Black Panther: Wakanda Forever,The Visitor",1.7,"February 14, 1978","Grinnell, Iowa, USA",Not Available,Not Available,Grinnell,Not Available,Iowa,USA
nm0788335,Michael Shannon,"Actor,Producer,Director","Take Shelter,Revolutionary Road,99 Homes,Nocturnal Animals",1.91,"August 7, 1974","Lexington, Kentucky, USA",Not Available,Not Available,Lexington,Not Available,Kentucky,USA
nm0000375,Robert Downey Jr.,"Actor,Producer,Writer","Iron Man,Iron Man Three,Sherlock Holmes,Avengers: Endgame",1.73,"April 4, 1965","Manhattan, New York City, New York, USA",Manhattan,Not Available,New York City,Not Available,New York,USA
nm0001191,Adam Sandler,"Actor,Producer,Writer","The Waterboy,The Wedding Singer,Big Daddy,Little Nicky",1.77,"September 9, 1966","Brooklyn, New York City, New York, USA",Brooklyn,Not Available,New York City,Not Available,New York,USA
nm0000243,Denzel Washington,"Actor,Producer,Director","Fences,Training Day,The Book of Eli,Antwone Fisher",1.84,"December 28, 1954","Mount Vernon, New York, USA",Not Available,Not Available,Mount Vernon,Not Available,New York,USA
nm0597388,Jason Momoa,"Actor,Producer,Writer","Aquaman,Justice League,The Bad Batch,Dune",1.93,"August 1, 1979","Honolulu, Hawaii, USA",Not Available,Not Available,Honolulu,Not Available,Hawaii,USA
nm5611121,Millie Bobby Brown,"Actress,Producer,Soundtrack","Enola Holmes,Stranger Things,Godzilla: King of the Monsters,Enola Holmes 2",1.61,"February 19, 2004","Málaga, Andalucía, Spain",Not Available,Not Available,Málaga,Not Available,Andalucía,Spain
nm0702841,Ke Huy Quan,"Actor,Additional Crew,Second Unit Director or Assistant Director","Everything Everywhere All at Once,Indiana Jones and the Temple of Doom,The Goonies,X-Men",1.65,"August 20, 1971","Saigon, Vietnam",Not Available,Not Available,Not available,Not Available,Saigon,Vietnam
nm1429380,Britt Robertson,"Actress,Director,Writer","Tomorrowland,The First Time,The Space Between Us,Ask Me Anything",1.6,"April 18, 1990","Charlotte, North Carolina, USA",Not Available,Not Available,Charlotte,Not Available,North Carolina,USA
nm4528025,Charlbi Dean,Actress,"Triangle of Sadness,Spud,Don't Sleep,Black Lightning",1.72,"February 5, 1990","Cape Town, South Africa",Not Available,Not Available,Not available,Not Available,Cape Town,South Africa
nm0331516,Ryan Gosling,"Actor,Producer,Director","Blue Valentine,La La Land,Blade Runner 2049,Drive",1.84,"November 12, 1980","London, Ontario, Canada",Not Available,Not Available,London,Not Available,Ontario,Canada
nm0000545,Helen Mirren,"Actress,Producer,Director","The Queen,Gosford Park,RED,Hitchcock",1.63,"July 26, 1945","Hammersmith, London, England, UK",Hammersmith,Not Available,London,Not Available,England,UK
nm0935395,Katheryn Winnick,"Actress,Producer,Director","Vikings,The Dark Tower,Stand Up Guys,Killers",1.68,"December 17, 1977","Toronto, Ontario, Canada",Not Available,Not Available,Toronto,Not Available,Ontario,Canada
nm0000134,Robert De Niro,"Actor,Producer,Director","Raging Bull,Cape Fear,Taxi Driver,Mean Streets",1.75,"August 17, 1943","New York City, New York, USA",Not Available,Not Available,New York City,Not Available,New York,USA
nm0334441,Holliday Grainger,Actress,"Cinderella,Great Expectations,My Cousin Rachel,Bonnie & Clyde",1.55,"March 27, 1988","Didsbury, Manchester, England, UK",Didsbury,Not Available,Manchester,Not Available,England,UK
nm0000182,Jennifer Lopez,"Music Artist,Producer,Actress","Hustlers,Second Act,Out of Sight,Maid in Manhattan",1.64,"July 24, 1969","The Bronx, New York City, New York, USA",The Bronx,Not Available,New York City,Not Available,New York,USA
nm0503060,Stephanie Leonidas,Actress,"Mirrormask,American Gothic,Defiance,Killjoys",1.6,"February 14, 1984","London, England, UK",Not Available,Not Available,London,Not Available,England,UK
nm5939164,Zazie Beetz,"Actress,Producer,Soundtrack","Atlanta,Joker,Deadpool 2,Nine Days",1.68,"June 1, 1991","Mitte, Berlin, Germany",Not Available,Not Available,Mitte,Not Available,Berlin,Germany
nm0000553,Liam Neeson,"Actor,Producer,Writer","Kinsey,Schindler's List,The Grey,The A-Team",1.92,"June 7, 1952","Ballymena, Co. Antrim, Northern Ireland, UK",Ballymena,Not Available,Co. Antrim,Not Available,Northern Ireland,UK
nm4789912,Hannah John-Kamen,"Actress,Soundtrack","Ant-Man and the Wasp,Ready Player One,Resident Evil: Welcome to Raccoon City,Star Wars: The Force Awakens",1.68,"September 7, 1989","Anlaby, East Yorkshire, England, UK",Anlaby,Not Available,East Yorkshire,Not Available,England,UK
nm0713389,Tania Raymonde,"Actress,Director,Writer","Lost,Goliath,Deep Blue Sea 3",1.66,"March 22, 1988","Los Angeles, California, USA",Not Available,Not Available,Los Angeles,Not Available,California,USA
nm4456120,Elizabeth Debicki,"Actress,Producer","The Great Gatsby,Widows,Tenet,Guardians of the Galaxy Vol. 2",1.9,"August 24, 1990","Paris, France",Not Available,Not Available,Not available,Not Available,Paris,France
nm0010075,Jensen Ackles,"Actor,Producer,Director","Supernatural,My Bloody Valentine,Ten Inch Hero,Days of Our Lives",1.86,"March 1, 1978","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm5443916,Ben Wiggins,"Actor,Soundtrack","Anna and the Apocalypse,Mary Queen of Scots,The Witcher,You",1.75,"March 1, 1978","Dallas, Texas, USA",Not Available,Not Available,Dallas,Not Available,Texas,USA
nm0001571,Kim Novak,"Actress,Costume and Wardrobe Department,Soundtrack","Vertigo,Bell Book and Candle,Picnic,Kiss Me, Stupid",1.68,"February 13, 1933","Chicago, Illinois, USA",Not Available,Not Available,Chicago,Not Available,Illinois,USA
nm0000233,Quentin Tarantino,"Writer,Actor,Producer","Reservoir Dogs,Pulp Fiction,From Dusk Till Dawn,The Hateful Eight",1.85,"March 27, 1963","Knoxville, Tennessee, USA",Not Available,Not Available,Knoxville,Not Available,Tennessee,USA
