id_,names,profession,worked_as,famous_for,famous_movies,height,dob,birthplace,img_link,profile_link
nm0644406,Nick Offerman,Actor,"Actor,Producer,Music Department",Devs,"Devs,The Great North,Pam and Tommy,A Parks and Recreation Special",(1.80 m,"June 26, 1970","Joliet, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTYzMjY2ODkxMV5BMl5BanBnXkFtZTgwMjQxMDA5MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0644406
nm0006969,Elizabeth Banks,Actress,"Actress,Producer,Director",The Hunger Games,"The Hunger Games,The Hunger Games: Mockingjay - Part 1,The Lego Movie,Love & Mercy",(1.64 m,"February 10, 1974","Pittsfield, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BY2UxNzE4YWMtNDRiMi00MzY1LTkwZjgtNzA0MjA2NTNjZjRmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0006969
nm2581521,Austin Butler,Actor,"Actor,Soundtrack",Elvis,"Elvis,Once Upon a Time... In Hollywood,The Dead Don't Die,The Carrie Diaries",3 m,"August 17, 1991","Anaheim, California, USA","https://m.media-amazon.com/images/M/MV5BYzE2YjhhYWQtNGZmYi00OWIzLTgwMTAtNWI3NWY0ZTUwOTNiXkEyXkFqcGdeQXVyNjY4MDI3NQ@@._V1_UY209_CR21,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2581521
nm0488953,Brie Larson,Actress,"Actress,Producer,Director",Room,"Room,Captain Marvel,Short Term 12,Avengers: Endgame",(1.70 m,"October 1, 1989","Sacramento, California, USA","https://m.media-amazon.com/images/M/MV5BNDE4ZWY1ZTUtYjNhMy00MTQyLWFmMjktNTkyYTFjOGRlNDk0XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0488953
nm0005026,Kelly Hu,Actress,"Actress,Soundtrack",The Scorpion King,"The Scorpion King,The Tournament,Friday the 13th Part VIII: Jason Takes Manhattan,Teenage Mutant Ninja Turtles",(1.64 m,"February 13, 1968","Honolulu, Hawaii, USA","https://m.media-amazon.com/images/M/MV5BMTQ4ODQ5NDMzOV5BMl5BanBnXkFtZTcwMjEzODA3MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005026
nm1869101,Ana de Armas,Actress,"Actress,Producer",Blade Runner 2049,"Blade Runner 2049,Knives Out,Blonde,No Time to Die",(1.68 m,"April 30, 1988","Havana, Cuba","https://m.media-amazon.com/images/M/MV5BMWM3MDMzNjMtODM5Ny00YmY0LWJhNzQtNTE1ZDNlNjllNDQ0XkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UY209_CR86,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1869101
nm0000612,Denise Richards,Actress,"Actress,Producer,Soundtrack",The World Is Not Enough,"The World Is Not Enough,Starship Troopers,Wild Things,Love Actually",1.68 m,"February 17, 1971","Downers Grove, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMTQyNjYxNDU5OV5BMl5BanBnXkFtZTcwNTY5NDQwOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000612
nm0647634,Elizabeth Olsen,Actress,"Actress,Producer,Soundtrack",Martha Marcy May Marlene,"Martha Marcy May Marlene,Wind River,Avengers: Infinity War,Avengers: Age of Ultron",1.68 m,"February 16, 1989","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMjEzMjA0ODk1OF5BMl5BanBnXkFtZTcwMTA4ODM3OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0647634
nm0000289,Ellen Barkin,Actress,"Actress,Producer",The Fan,"The Fan,Drop Dead Gorgeous,Buckaroo,This Boy's Life",1.68 m,"April 16, 1954","The Bronx, New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTI2OTk3MTgxNl5BMl5BanBnXkFtZTcwMTMxNDkxMw@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000289
nm0001771,Stella Stevens,Actress,"Actress,Director,Producer",The Poseidon Adventure,"The Poseidon Adventure,The Silencers,The Nutty Professor,Say One for Me",1.65 m,"October 1, 1938","Yazoo City, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BMTI3NDEwMzQzN15BMl5BanBnXkFtZTYwMDI3NTY0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0001771
nm0717709,Kelly Reilly,Actress,"Actress,Producer",Pride & Prejudice,"Pride & Prejudice,Eden Lake,Flight,Sherlock Holmes",1.68 m,"July 18, 1977","Surrey, England, UK","https://m.media-amazon.com/images/M/MV5BNjgzMzk2MjEzM15BMl5BanBnXkFtZTgwMTkzMDEwMTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0717709
nm1428821,Joey King,Actress,"Actress,Producer,Soundtrack",The Act,"The Act,Bullet Train,The Kissing Booth,The Conjuring",1.63 m,"July 30, 1999","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BODJmZjUyZDUtYWU1MC00YmNjLWEzODgtOTFlMDRjZDQ0ZjRlXkEyXkFqcGdeQXVyMjMzMjAyOA@@._V1_UY209_CR34,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1428821
nm0425005,Dwayne Johnson,Actor,"Actor,Producer,Writer",Jumanji: Welcome to the Jungle,"Black Adam,Jumanji: Welcome to the Jungle,Journey 2: The Mysterious Island,Moana",1.96 m,"May 2, 1972","Hayward, California, USA","https://m.media-amazon.com/images/M/MV5BMTkyNDQ3NzAxM15BMl5BanBnXkFtZTgwODIwMTQ0NTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0425005
nm3218692,Madelyn Cline,Actress,"Actress,Soundtrack",Boy Erased,"Boy Erased,Outer Banks,Stranger Things",1.68 m,"December 21, 1997","Charleston, South Carolina, USA","https://m.media-amazon.com/images/M/MV5BMTkyYWJiYTktZDlkMC00ZmZjLWI4MjQtYmQwNzg1OGQ3NDJhXkEyXkFqcGdeQXVyMjA0MjY3MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3218692
nm6884042,Katy M. O'Brian,Actress,"Actress,Stunts",Z Nation,"Ant-Man and the Wasp: Quantumania,The Mandalorian,Z Nation,Love Lies Bleeding",1.70 m,"December 21, 1997","Charleston, South Carolina, USA","https://m.media-amazon.com/images/M/MV5BYWU4ZjQ5MzMtODU0ZC00MTBmLWI5ZWYtMWZhN2FiYTg2NmNjXkEyXkFqcGdeQXVyNTYyMDU5MzI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6884042
nm2201555,Aubrey Plaza,Actress,"Actress,Producer,Writer",Safety Not Guaranteed,"Safety Not Guaranteed,Emily the Criminal,Ingrid Goes West,Dirty Grandpa",1.68 m,"June 26, 1984","Wilmington, Delaware, USA","https://m.media-amazon.com/images/M/MV5BMjIyMzYyMjQ5OV5BMl5BanBnXkFtZTcwMTA0MTkxNw@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2201555
nm0002546,Mena Suvari,Actress,"Actress,Producer,Soundtrack",American Beauty,"American Beauty,American Pie,Loser,Rumor Has It...",1.63 m,"February 13, 1979","Newport, Rhode Island, USA","https://m.media-amazon.com/images/M/MV5BMjIzZWRhZTYtOThiOS00YmE1LWJkOGYtZTk5NGQxNTZmNDU0XkEyXkFqcGdeQXVyMjUxOTcxNTI@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0002546
nm1475594,Channing Tatum,Actor,"Actor,Producer,Director",21 Jump Street,"21 Jump Street,White House Down,22 Jump Street,Foxcatcher",(1.84 m,"April 26, 1980","Cullman, Alabama, USA","https://m.media-amazon.com/images/M/MV5BMTUyOTc2NTEwNV5BMl5BanBnXkFtZTgwNDgxMjMxNjE@._V1_UY209_CR39,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1475594
nm5589690,Madison Iseman,Actress,Actress,Jumanji: Welcome to the Jungle,"Jumanji: Welcome to the Jungle,Annabelle Comes Home,Jumanji: The Next Level,Clouds",1.57 m,"February 14, 1997","Myrtle Beach, South Carolina, USA","https://m.media-amazon.com/images/M/MV5BZTgzN2FhZjgtOWZhOS00ZDdlLThmNDYtMTNlNTc5YzI0YWNhXkEyXkFqcGdeQXVyNDIxNzMxNTc@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5589690
nm0449299,Tig Notaro,Actress,"Actress,Writer,Producer",One Mississippi,"One Mississippi,Army of the Dead,Tig Notaro: Drawn,Instant Family",1.65 m,"March 24, 1971","Jackson, Mississippi, USA","https://m.media-amazon.com/images/M/MV5BMTc1ODIxNjMxM15BMl5BanBnXkFtZTgwODExMTk3NzE@._V1_UY209_CR20,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0449299
nm0000098,Jennifer Aniston,Actress,"Actress,Producer,Director",Friends,"Friends,Cake,We're the Millers,Just Go with It",(1.64 m,"February 11, 1969","Sherman Oaks, California, USA","https://m.media-amazon.com/images/M/MV5BNjk1MjIxNjUxNF5BMl5BanBnXkFtZTcwODk2NzM4Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000098
nm1662644,Antje Traue,Actress,Actress,Man of Steel,"Man of Steel,Pandorum,Woman in Gold,Criminal",1.70 m,"January 18, 1981","Mittweida, East Germany [now Saxony, Germany]","https://m.media-amazon.com/images/M/MV5BMjMwNzQ3MzUxOV5BMl5BanBnXkFtZTcwNjgzMjA5OQ@@._V1_UY209_CR12,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1662644
nm0177639,Jennifer Coolidge,Actress,"Actress,Writer,Soundtrack",A Mighty Wind,"A Mighty Wind,A Cinderella Story,American Pie,Epic Movie",(1.78 m,"August 28, 1961","Boston, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BMTI3NjYyMzgxNl5BMl5BanBnXkFtZTcwMjgyMzM0Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0177639
nm4535518,Mindy Robinson,Actress,"Actress,Writer,Stunts",Range 15,"Range 15,Check Point,You Can't Have It,King of the Nerds",1.65 m,"February 14, 1980","Fall River, Massachusetts, USA","https://m.media-amazon.com/images/M/MV5BNjAyOTQ0MWQtMDU5Yi00YTczLTgyYzEtNDhlM2I4YzFhNmI3XkEyXkFqcGdeQXVyMjcxMTY1NTM@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4535518
nm0000115,Nicolas Cage,Actor,"Actor,Producer,Director",Face/Off,"Face/Off,Leaving Las Vegas,The Rock,Next",3 m,"January 7, 1964","Long Beach, California, USA","https://m.media-amazon.com/images/M/MV5BMjUxMjE4MTQxMF5BMl5BanBnXkFtZTcwNzc2MDM1NA@@._V1_UY209_CR6,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000115
nm9481314,Wesley Kimmel,Actor,"Music Department,Actor",The Book of Boba Fett,"The Book of Boba Fett,WandaVision,Your Place or Mine,Good Girls",1.55 m,"January 7, 1964","Long Beach, California, USA","https://m.media-amazon.com/images/M/MV5BMjg3NDkyNzUtNDM2MS00MzlhLWJkNWEtNjIxZGFhNmFkNjY5XkEyXkFqcGdeQXVyODM3Nzc4NjA@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm9481314
nm2143282,Lupita Nyong'o,Actress,"Actress,Producer,Additional Crew",12 Years a Slave,"12 Years a Slave,Black Panther,Us,Star Wars: The Force Awakens",1.65 m,"March 1, 1983","Mexico City, Distrito Federal, Mexico","https://m.media-amazon.com/images/M/MV5BMTY0NTQ4MDY2Nl5BMl5BanBnXkFtZTgwNDk1MTEyMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2143282
nm0898597,Cerina Vincent,Actress,"Actress,Producer,Writer",Cabin Fever,"Cabin Fever,Not Another Teen Movie,Power Rangers Lost Galaxy,Stuck in the Middle",1.70 m,"February 7, 1979","Las Vegas, Nevada, USA","https://m.media-amazon.com/images/M/MV5BMGMzNmM3M2EtNWVjYS00YTA1LWJlZGEtM2NhZWJlZWRiNDA5XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0898597
nm0004874,Vin Diesel,Actor,"Producer,Actor,Director",Guardians of the Galaxy,"Guardians of the Galaxy,The Fast and the Furious,xXx,Fast & Furious 7",(1.80 m,"July 18, 1967","Alameda County, California, USA","https://m.media-amazon.com/images/M/MV5BMjExNzA4MDYxN15BMl5BanBnXkFtZTcwOTI1MDAxOQ@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0004874
nm0124930,Gerard Butler,Actor,"Actor,Producer,Camera and Electrical Department",300,"300,The Phantom of the Opera,Law Abiding Citizen,The Bounty Hunter",1.88 m,"November 13, 1969","Paisley, Scotland, UK","https://m.media-amazon.com/images/M/MV5BMjE4NDMwMzc4Ml5BMl5BanBnXkFtZTcwMDg4Nzg4Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0124930
nm0000158,Tom Hanks,Producer,"Producer,Actor,Writer",Cast Away,"Cast Away,Big,Forrest Gump,Saving Private Ryan",3 m,"July 9, 1956","Concord, California, USA","https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000158
nm0000124,Jennifer Connelly,Actress,"Actress,Producer",A Beautiful Mind,"A Beautiful Mind,House of Sand and Fog,Requiem for a Dream,Hulk",(1.69 m,"December 12, 1970","Catskill Mountains, New York, USA","https://m.media-amazon.com/images/M/MV5BNWM0OTlhYmQtZWI0NS00NzM0LWE5YjItMWZmYzkzY2FmNTc2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000124
nm0000201,Michelle Pfeiffer,Actress,"Actress,Producer,Music Department",What Lies Beneath,"What Lies Beneath,Hairspray,One Fine Day,Dangerous Liaisons",(1.71 m,"April 29, 1958","Santa Ana, California, USA","https://m.media-amazon.com/images/M/MV5BMTUzNjI0Njc5NF5BMl5BanBnXkFtZTYwOTM2MjYz._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000201
nm7821296,Tilly Keeper,Actress,Actress,EastEnders,"EastEnders,You,Marooned Awakening,Children in Need",1.73 m,"August 16, 1997","London, England, UK","https://m.media-amazon.com/images/M/MV5BMmE5NzA1YjUtNGU0Yi00MTk2LWE2ZTQtZTQwMWVmZDg3MDRlXkEyXkFqcGdeQXVyNjI4MjA4OTc@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7821296
nm4141252,Lily James,Actress,"Actress,Producer,Soundtrack",Cinderella,"Cinderella,Pride and Prejudice and Zombies,Mamma Mia! Here We Go Again,Baby Driver",1.70 m,"April 5, 1989","Esher, Surrey, England, UK","https://m.media-amazon.com/images/M/MV5BMTgxMjM2NTAyMV5BMl5BanBnXkFtZTgwOTU4NjU2NDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm4141252
nm0000229,Steven Spielberg,Producer,"Producer,Writer,Director",Schindler's List,"Schindler's List,E.T. The Extra-Terrestrial,Saving Private Ryan,Raiders of the Lost Ark",(1.72 m,"December 18, 1946","Cincinnati, Ohio, USA","https://m.media-amazon.com/images/M/MV5BMTY1NjAzNzE1MV5BMl5BanBnXkFtZTYwNTk0ODc0._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000229
nm3584268,James Norton,Actor,"Actor,Producer,Soundtrack",Little Women,"Little Women,Mr. Jones,Happy Valley,McMafia",1.85 m,"July 18, 1985","London, England, UK","https://m.media-amazon.com/images/M/MV5BMjc2Mzg5MjgxNF5BMl5BanBnXkFtZTgwODY4MDA1MDE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3584268
nm6616259,Tati Gabrielle,Actress,"Actress,Soundtrack",Uncharted,"Uncharted,The 100,The Emoji Movie,Kaleidoscope",1.70 m,"January 25, 1996","Bay Area, San Francisco, California, USA","https://m.media-amazon.com/images/M/MV5BNjM5NDk3NDM4NV5BMl5BanBnXkFtZTgwMzU4Mzc1NzM@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm6616259
nm0000206,Keanu Reeves,Actor,"Actor,Producer,Additional Crew",The Matrix,"The Matrix,Speed,Point Break,The Matrix Reloaded",1.86 m,"September 2, 1964","Beirut, Lebanon","https://m.media-amazon.com/images/M/MV5BNGJmMWEzOGQtMWZkNS00MGNiLTk5NGEtYzg1YzAyZTgzZTZmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000206
nm0174403,Kerry Condon,Actress,Actress,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri,Avengers: Infinity War,Better Call Saul,Rome",1.60 m,"January 9, 1983","Tipperary, Ireland","https://m.media-amazon.com/images/M/MV5BMTY5NjgyNDU3OV5BMl5BanBnXkFtZTgwNzA4NDczNjE@._V1_UY209_CR13,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0174403
nm3485845,Adam Driver,Actor,"Actor,Producer,Soundtrack",Star Wars: Episode VII - The Force Awakens,"Star Wars: The Force Awakens,Paterson,Star Wars: The Last Jedi,Marriage Story",(1.89 m,"November 19, 1983","San Diego, California, USA","https://m.media-amazon.com/images/M/MV5BYThiYmU0ODAtNjZkMC00OTBiLWE5NzgtMDY3YjMwYTg5NWJjXkEyXkFqcGdeQXVyMTUwOTY2MDYx._V1_UY209_CR10,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3485845
nm0147147,Henry Cavill,Actor,"Actor,Additional Crew,Producer",Man of Steel,"Man of Steel,Batman v Superman: Dawn of Justice,Justice League,Mission: Impossible - Fallout",1.85 m,"May 5, 1983","Jersey, Channel Islands","https://m.media-amazon.com/images/M/MV5BODI0MTYzNTIxNl5BMl5BanBnXkFtZTcwNjg2Nzc0NA@@._V1_UY209_CR18,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0147147
nm2295540,Natalie Morales,Actress,"Actress,Director,Producer",Parks and Recreation,"Parks and Recreation,Battle of the Sexes,Abby's,Girls",1.70 m,February 15,"Kendall, Florida, USA","https://m.media-amazon.com/images/M/MV5BZjllYTE1MGMtN2NlZi00OGJmLWFkM2EtNDYxNGY4YWNhYzc3XkEyXkFqcGdeQXVyMTI5NDg4ODE@._V1_UY209_CR2,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2295540
nm0000288,Christian Bale,Actor,"Actor,Producer,Editorial Department",The Dark Knight,"The Dark Knight,Batman Begins,The Fighter,American Psycho",3 m,"January 30, 1974","Haverfordwest, Pembrokeshire, Wales, UK","https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000288
nm10128408,Emma Corrin,Actress,"Actress,Music Department,Soundtrack",The Crown,"Lady Chatterley's Lover,My Policeman,The Crown,Nosferatu",1.73 m,"December 13, 1995","Royal Tunbridge Wells, Kent, England, UK","https://m.media-amazon.com/images/M/MV5BMGViYjI5MmQtYThkYi00ZGExLTgzMWYtMzZhNDViNDc1NGIwXkEyXkFqcGdeQXVyMTEyMzgzOTcz._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm10128408
nm1988575,Lauren London,Actress,"Actress,Soundtrack",ATL,"ATL,You People,I Love You, Beth Cooper,This Christmas",1.57 m,"December 5, 1984","Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BMTQ4MTkzNTg4M15BMl5BanBnXkFtZTYwMjUzMTE1._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm1988575
nm0268199,Colin Farrell,Actor,"Actor,Producer,Director",The Lobster,"The Lobster,In Bruges,S.W.A.T.,The Banshees of Inisherin",(1.78 m,"May 31, 1976","Castleknock, Dublin, Ireland","https://m.media-amazon.com/images/M/MV5BMTg4NzM5NDk0MV5BMl5BanBnXkFtZTcwNzAzMTUxNw@@._V1_UY209_CR3,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0268199
nm0000701,Kate Winslet,Actress,"Actress,Producer,Writer",Titanic,"Eternal Sunshine of the Spotless Mind,Titanic,Revolutionary Road,Sense and Sensibility",(1.69 m,"October 5, 1975","Reading, Berkshire, England, UK","https://m.media-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000701
nm2410822,Cody Anthony,Actor,"Actor,Music Department,Writer",The Catch,"The Catch,Nashville,Dog Years,Secrets and Lies",3 m,"March 4, 1988","Littleton, Colorado, USA","https://m.media-amazon.com/images/M/MV5BODRmODBjN2YtMGY0Ny00YjE1LTlmZTEtM2UxMjczM2JhZDJkXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR116,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2410822
nm0796117,M. Night Shyamalan,Producer,"Producer,Director,Writer",Lady in the Water,"Lady in the Water,Signs,The Village,The Sixth Sense",(1.78 m,"August 6, 1970","Mahé, Pondicherry, India","https://m.media-amazon.com/images/M/MV5BMTczMTA5OTMxMl5BMl5BanBnXkFtZTcwMDA4NDg1Mw@@._V1_UY209_CR87,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0796117
nm0792263,Taylor Sheridan,Writer,"Writer,Producer,Actor",Hell or High Water,"Hell or High Water,Wind River,Yellowstone,Sicario", (1.79 m,"July 17, 1969","Chapel Hill, North Carolina, USA","https://m.media-amazon.com/images/M/MV5BMTU3NDUyMzE2OF5BMl5BanBnXkFtZTcwMTc0MDQ3MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0792263
nm0577982,Harry Melling,Actor,"Actor,Soundtrack",Harry Potter and the Sorcerer's Stone,"Harry Potter and the Philosopher's Stone,Harry Potter and the Deathly Hallows: Part 1,The Old Guard,Harry Potter and the Order of the Phoenix",1.75 m,"March 13, 1989","London, England, UK","https://m.media-amazon.com/images/M/MV5BZjQ3OGE3MGUtZmViOC00N2M2LTlmNmMtMmZiZDUwYTcyMzUxXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0577982
nm3526370,Brianne Howey,Actress,"Actress,Soundtrack",The Passage,"The Passage,The Exorcist,Ginny & Georgia,I'm Dying Up Here",1.68 m,May 24,"Los Angeles, California, USA","https://m.media-amazon.com/images/M/MV5BNzg4NWFkMWYtNTU5NC00MWU3LWIyMzUtNTYxZGVjMDBkMTdhXkEyXkFqcGdeQXVyMjg5MTA0NDI@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm3526370
nm5999355,Jonah Hauer-King,Actor,"Actor,Soundtrack",Little Women,"The Little Mermaid,Little Women,A Dog's Way Home,Postcards from London",(1.87 m,"May 30, 1995","London, England, UK","https://m.media-amazon.com/images/M/MV5BZjdhNzg5ZjYtY2M1Mi00OTk1LWFhNDQtOWJjNGU1Nzg2MGIzXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5999355
nm2858875,Sydney Sweeney,Actress,"Actress,Producer",Euphoria,"Euphoria,The White Lotus,The Handmaid's Tale,Everything Sucks!",(1.61 m,"September 12, 1997","Spokane, Washington, USA","https://m.media-amazon.com/images/M/MV5BOTVjOTkxNjMtNDJiYS00YzEzLThmZTItZjJhM2E4NWQyM2Q2XkEyXkFqcGdeQXVyNzM1NTU0NA@@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2858875
nm0005336,Sheryl Lee Ralph,Actress,"Actress,Producer,Director",Oliver & Company,"Oliver & Company,Sister Act 2: Back in the Habit,Abbott Elementary,Moesha",1.70 m,"December 30, 1956","Waterbury, Connecticut, USA","https://m.media-amazon.com/images/M/MV5BMjIxMTUzNjcwM15BMl5BanBnXkFtZTcwNzM1MTU0Nw@@._V1_UY209_CR9,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005336
nm7607873,Stefanie Martini,Actress,Actress,Prime Suspect 1973,"Prime Suspect 1973,Crooked House",1.68 m,"October 6, 1990","Bristol, England, UK","https://m.media-amazon.com/images/M/MV5BZjg4ZDI3NDAtMDQ3NC00YThmLTljYjEtYWQ3YmY4YzIwMDg2XkEyXkFqcGdeQXVyNTY0MjAxMzk@._V1_UY209_CR8,0,140,209_AL_.jpg",https://www.imdb.com/name/nm7607873
nm5085683,Mckenna Grace,Actress,"Actress,Additional Crew,Producer",Gifted,"Gifted,The Handmaid's Tale,I, Tonya,Troop Zero",(1.54 m,"June 25, 2006","Grapevine, Texas, USA","https://m.media-amazon.com/images/M/MV5BMjdhZTJiNDMtM2M4Ni00ODNjLWE3ZmEtZjcyOWEzODJjMTc3XkEyXkFqcGdeQXVyMzQxNjUxMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm5085683
nm2057859,Andrea Riseborough,Actress,"Actress,Producer,Soundtrack",Birdman or (The Unexpected Virtue of Ignorance),"Birdman or (The Unexpected Virtue of Ignorance),Oblivion,Possessor,W.E.",(1.66 m,"November 20, 1981","Newcastle upon Tyne, Northumberland, England, UK","https://m.media-amazon.com/images/M/MV5BMTU5MTUzNDAwN15BMl5BanBnXkFtZTcwMjA0NjcyNw@@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2057859
nm0005224,Alex Meneses,Actress,"Actress,Producer",The Wall of Mexico,"The Wall of Mexico,Jane the Virgin,Everybody Loves Raymond,Selena",(1.74 m,"February 12, 1965","Chicago, Illinois, USA","https://m.media-amazon.com/images/M/MV5BMjIwMDhmMDktYzFjMS00ZjY1LTk0OGMtZGIyOTNiZGEzOWZkXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0005224
nm0000230,Sylvester Stallone,Actor,"Actor,Writer,Producer",Rocky,"Rocky,Creed,Rocky IV,Rocky III",(1.77 m,"July 6, 1946","New York City, New York, USA","https://m.media-amazon.com/images/M/MV5BMTQwMTk3NDU2OV5BMl5BanBnXkFtZTcwNTA3MTI0Mw@@._V1_UY209_CR5,0,140,209_AL_.jpg",https://www.imdb.com/name/nm0000230
nm2681284,Jessica De Gouw,Actress,"Actress,Producer,Writer",Underground,"Underground,Dracula,Pennyworth,The Crown",1.73 m,"February 15, 1988","Perth, Western Australia, Australia","https://m.media-amazon.com/images/M/MV5BMTY0MzY0MDM5N15BMl5BanBnXkFtZTgwOTI4Njk4MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",https://www.imdb.com/name/nm2681284
